_NAME_	COMMUNAL
v000004	0.3623425592
v000003	0.3935966011
v000002	0.7142279807
v000010	1.0098773492
v000009	1.1007546036
v000006	1.1495091532
v000001	1.2225626588
v000008	1.4641519521
v000027	1.8684670761
v000016	1.9969879164
v000018	2.1077320656
v000017	2.1299251512
v000024	2.1614771942
v000005	2.2430046135
v000019	2.3372451913
v000032	2.3702011382
v000031	2.5754310609
v000014	2.6906601965
v000029	2.7226858923
v000020	2.77477516
v000012	2.775603977
v000680	2.8016092633
v000011	2.8050469011
v000850	2.8418302899
v000819	2.8510077141
v000821	2.8837788441
v000042	2.8886717606
v000037	2.9113404726
v000336	2.9147049397
v000432	2.9164698519
v000054	2.9294975327
v000753	2.9463990591
v000177	2.9533429436
v000900	2.9585172087
v000737	3.0038485555
v000773	3.006717929
v000780	3.0273415906
v000782	3.0314151328
v000722	3.031697375
v000550	3.0415021946
v000596	3.0473186083
v000697	3.047744656
v000030	3.0505975546
v000026	3.0708054506
v000396	3.0716553115
v000955	3.072817526
v000065	3.0742915752
v000767	3.0771071124
v000256	3.1131560098
v000095	3.1137253551
v000047	3.1181504183
v000986	3.1234135995
v000667	3.1309418515
v000776	3.1372728221
v000764	3.1383504303
v000656	3.1403394843
v000752	3.1430078044
v000051	3.1455212769
v000802	3.1481107301
v000078	3.1503957957
v000250	3.1542968054
v000154	3.1551605715
v000911	3.1602536373
v000106	3.1789056152
v001000	3.1798962114
v000082	3.1822684349
v000831	3.2081133138
v000025	3.2105093782
v000040	3.2218906759
v000413	3.224102401
v000076	3.2329226166
v000204	3.2369490865
v000072	3.2391904376
v000544	3.2501480109
v000041	3.2530054259
v000061	3.2561753588
v000087	3.2578427285
v000111	3.2677834332
v000052	3.2690147616
v000228	3.2700331245
v000070	3.2701869566
v000690	3.2719589812
v000225	3.2755939309
v000086	3.2755982151
v000043	3.2770956297
v000983	3.2771457511
v000861	3.2783278184
v000427	3.284217561
v000131	3.2855992785
v000552	3.2858453699
v000807	3.2929212192
v000689	3.3014618554
v000280	3.3037240946
v000058	3.3069934255
v000594	3.3077346186
v000835	3.3121253279
v000050	3.3173086495
v000579	3.3247330674
v000063	3.3310999199
v000742	3.3365776999
v000097	3.3378446882
v000227	3.3420593963
v000056	3.3425017427
v000402	3.3432555203
v000621	3.3437992109
v000306	3.3489247024
v000203	3.3557785929
v000607	3.358874342
v000349	3.3630226515
v000200	3.3686186369
v000971	3.3748157627
v000649	3.3753406788
v000696	3.3783262121
v000731	3.3788698452
v000585	3.3819590462
v000384	3.3820988056
v000425	3.3864238815
v000163	3.3937562229
v000812	3.394058994
v000119	3.3951180582
v000529	3.3984214992
v000077	3.3985910467
v000784	3.4077572267
v000162	3.4102365044
v000757	3.4137083544
v000493	3.4141251981
v000276	3.4183423553
v000099	3.4302352077
v000284	3.4311118539
v000415	3.4312916151
v000229	3.4326838974
v000088	3.4341313278
