_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	load	secondary
v000807	0.1661213861	0.2800468953	-0.162893706	-0.296280025	0.1587946987	0.3312918943	-0.133234333		
v000822	-0.071756348	0.4945146805	0.0829357621	0.0085009874	-0.070730618	-0.38073205	-0.240190202	fac6	1
v000839	-0.05681811	-0.177256426	-0.558828523	-0.477286906	0.0902300715	-0.339603834	-0.293293663	fac4	1
v000845	0.8931229137	-0.079914872	-0.034571088	-0.007469965	-0.294808771	-0.094421388	-0.304580716	fac7	1
v000852	-0.271830163	-0.287243846	-0.533463974	0.0249424713	-0.060030238	-0.252702304	-0.205914397		
v000854	-0.250472788	-0.121116218	-0.264507027	-0.146468801	-0.418992689	0.4571573621	0.1667787073	fac5	1
v000865	-0.231599733	0.3096070694	-0.226101212	-0.173527144	-0.320364947	0.0775895134	0.3109701073	fac7	1
v000874	0.0953296071	-0.273523469	-0.384048558	-0.499235656	0.0716645544	-0.134560889	-0.433061022	fac7	1
v000875	-0.049327134	0.0111964286	-0.192928476	-0.419885655	0.0610431806	0.1290400815	-0.137636545		
v000877	-0.041713015	0.2772317402	-0.183904261	0.0141424622	-0.103927534	-0.013341319	-0.246915269		
v000883	-0.078056606	-0.02486906	-0.137822986	-0.497214021	-0.172780892	0.3493946831	0.1695644805	fac6	1
v000885	-0.100273457	-0.193333858	0.1808263857	-0.434677488	-0.041029008	-0.147878576	-0.154374885		
v000909	0.1045229561	-0.017839304	-0.385040822	-0.184813683	-0.452619291	0.2370575097	-0.107101731	fac3	1
v000918	-0.266471736	-0.112127668	0.0663247541	-0.621172901	0.0426250454	-0.135944557	-0.249285663		
v000934	-0.087925042	-0.268744192	0.0409355257	-0.06728588	-0.314527469	-0.288585757	0.0292902668		
v000946	-0.078087912	0.4039519937	-0.377985933	-0.126403636	-0.489826195	-0.223203127	-0.276349093	fac2	1
v000952	-0.255602406	-0.257761764	-0.597304987	0.1444278961	-0.003903593	0.2433137848	-0.239613035		
v000955	-0.137772948	-0.033688496	-0.12582705	0.125511591	-0.550205367	0.8861452836	-0.15319963	fac5	1
v000956	-0.176533386	0.2124987911	-0.015467708	0.108465975	0.1193424469	-0.008096536	-0.485000216		
v000966	0.0914011736	0.4288442968	-0.197288214	0.5087582874	-0.003649564	-0.105972837	-0.252204238	fac2	1
v000967	0.0451985225	0.2860212351	-0.091573425	0.3164192441	-0.066353099	-0.189313512	-0.567918082	fac4	1
v000981	0.5269287701	-0.116321749	-0.350735838	0.2150045743	-0.197647375	-0.09826101	0.1216088384	fac3	1
v000983	-0.011434017	0.0239447207	0.0107477352	-0.088329856	0.3217722462	-0.131847597	-0.345458385	fac5	1
v000985	-0.060742185	-0.121550968	0.2223796918	-0.227092796	-0.43006636	-0.024221187	-0.293967182		
v000986	-0.079811326	0.2377173883	-0.231297564	-0.317376353	-0.363049076	-0.374553964	-0.415088784	fac6	1
v000988	-0.133105466	0.0933895048	0.4504197156	-0.122682863	-0.178059652	0.2681953815	-0.389298682	fac7	1
v000998	0.0512601367	-0.116786679	0.1221619747	-0.040588131	-0.428351904	-0.03055018	0.1335500123		
v000001	-0.167349757	0.187894304	-0.178947112	0.3677721117	0.1245482882	-0.178721982	-0.029078324	fac4	
v000003	0.3027288489	-0.078178098	0.0071691873	0.0243753309	0.2494505408	-0.014966066	-0.027701292	fac1	
v000005	-0.149986154	-0.005186157	-0.00220241	-0.019320124	0.0144346475	0.0127319367	0.1333956229		
v000007	-0.081936813	-0.063476922	0.3876219999	-0.274112055	0.0502176847	0.0110368655	0.0017559704	fac3	
v000008	-0.158647132	-0.185358675	-0.084939129	0.0537365674	0.0602224275	0.7873203421	0.1044876186	fac6	
v000009	-0.075130403	-0.074294428	0.2282634478	-0.126633856	0.0933413118	-0.193979975	0.2487016562		
v000010	-0.038824947	-0.125735552	-0.079363245	0.2864959055	0.1440513726	-0.260615811	0.4294158414	fac7	
v000012	-0.17433132	-0.160533115	0.0806065636	0.0117654038	0.0304051792	-0.118015939	0.2180275652		
v000013	-0.119243781	0.1549207266	0.0580155077	-0.038864929	0.19465803	0.0047183392	-0.084583501		
v000014	-0.069437498	-0.059516485	-0.009566955	0.0814354159	0.0548621885	0.0227026021	0.1971157213		
v000015	0.1070194975	0.1438215468	0.1085353724	0.0347333308	0.204262774	-0.020786575	0.095326339		
v000017	0.0743935788	-0.19947723	0.587961118	-0.050222562	0.2226291621	-0.143148797	0.0333254431	fac3	
v000018	0.3132561504	-0.044041382	0.1978010326	0.1451375171	0.1710140767	0.0043220838	0.0902450621	fac1	
v000020	0.0627614858	-0.044501869	0.2822443535	0.08809661	0.0078407373	-0.0224729	0.2272633258		
v000021	0.3433377426	-0.068451386	0.0656284474	0.0568942851	-0.190047792	-0.204944338	0.5895873061	fac7	
v000022	-0.084063865	-0.069306981	-0.170697995	-0.335773787	0.3466298617	0.5672831853	0.1916205449	fac6	
v000024	0.0825529436	0.0943375734	0.2127333679	0.1042046021	0.2572588454	-0.022808685	0.0006092138		
v000025	0.7747870377	-0.029285226	0.0999293206	-0.047622364	0.0867857071	-0.143836678	-0.028322865	fac1	
v000027	-0.166769575	-0.006082288	0.1851957275	-0.058481739	0.0957673043	0.2410280351	0.2001700028		
v000028	0.0336322614	0.0209348804	0.1808761044	0.0505153792	0.350322707	0.069934437	-0.181503374	fac5	
v000029	-0.386336535	0.1420256622	0.2112462098	0.0645181003	-0.035586779	-0.052574271	0.1255730717	fac1	
v000030	-0.072810031	-0.296046182	0.1099318869	0.0915279264	0.1484971937	-0.138003096	0.2117203569		
v000034	-0.013212943	-0.069284784	0.5612873164	0.1041471795	-0.116592848	-0.077865561	0.2550732859	fac3	
v000035	-0.368446469	0.1441688265	-0.101449694	0.7434465749	0.1140560306	-0.205771249	0.2531954307	fac4	
v000036	-0.20384559	-0.276366193	0.3503833737	-0.360207099	0.0760350296	-0.152279982	0.3103646034	fac4	
v000037	-0.23288963	-0.034962148	0.1500942708	-0.158129129	0.3306456531	-0.219670245	0.124427967	fac5	
v000039	-0.33717973	0.0792052858	0.0224946282	0.0204083912	0.2984802019	-0.156717764	0.1331624134	fac1	
v000040	-0.064158739	-0.19358435	0.1010636955	0.2298706747	-0.041362061	-0.041035047	0.4756546819	fac7	
v000041	0.2102219744	0.1845126556	0.0860121572	0.0925626745	0.1966910085	-0.050278438	-0.094207197		
v000043	0.1528057617	0.0734628621	0.0287584427	-0.518269672	0.6398782163	0.1527508622	0.0215525042	fac5	
v000047	0.0385603012	-0.168357121	-0.112355838	0.3170625215	0.3288417032	-0.116698771	0.2999595708	fac5	
v000048	-0.028591548	-0.238361568	0.3672617427	0.1747573708	0.3003016294	-0.157583006	0.1215078385	fac3	
v000049	0.1510734484	-0.154036495	0.5165146983	0.1286033035	0.2688305402	0.0521107746	0.2458815006	fac3	
v000051	0.0305871514	-0.273059081	0.5049015787	-0.025791526	0.186703937	-0.170106172	0.2004932543	fac3	
v000052	0.0675219695	-0.081326157	0.0742417561	0.0948874044	0.0785364704	-0.089308504	0.0587615188		
v000053	-0.190765662	-0.053483416	0.0590044661	-0.044955508	0.191504773	-0.01266201	0.4735113395	fac7	
v000055	-0.310826842	-0.089716354	-0.19200513	-0.153498594	0.4442834512	-0.037121506	-0.028386491	fac5	
v000056	-0.135130254	0.3174444105	0.1877449298	0.5891884241	0.1884084361	-0.105147701	-0.102265678	fac4	
v000057	0.2021600981	-0.029396345	0.1306625097	-0.099931271	0.2363943276	-0.386379844	0.0825231447	fac6	
v000063	-0.456777086	-0.1998562	0.4639518161	-0.316864876	-0.06295283	-0.148586515	0.0113035029	fac3	
v000064	-0.17178121	0.1275062408	-0.243626418	0.6633127863	0.3553093624	0.3144474591	0.1296546933	fac4	
v000067	0.0024482274	-0.199479431	0.1332077764	0.0332033888	0.4890560313	-0.353579838	0.2607963782	fac5	
v000069	0.1011803201	-0.064738212	0.2122961668	-0.343490034	0.431552604	0.0212486781	0.1335875732	fac5	
v000071	-0.174586672	-0.18044223	0.0366599062	-0.259200289	0.5576591269	0.1258511426	-0.160438263	fac5	
v000072	-0.20661753	-0.086259583	0.0242753742	-0.229920151	0.4359189396	0.0565285697	-0.04101424	fac5	
v000073	0.0820281704	-0.499637899	-0.026461539	0.135103971	0.4261607467	-0.142949753	0.2525441668	fac2	
v000074	-0.212318958	-0.218753649	0.1357562773	0.35615062	0.607997945	-0.169633839	0.0018501837	fac5	
v000078	0.1935307824	-0.076300753	0.3022835035	0.2829122536	-0.032743012	-0.194846439	0.4810295481	fac7	
v000079	1.0158018247	0.0723610923	-0.042724343	0.1579032107	0.0324615329	0.0464214546	0.2022864243	fac1	
v000080	-0.182777489	-0.249163607	-0.05895183	0.8234963397	0.0963428766	0.0438244339	-0.00652735	fac4	
v000082	-0.218491747	0.0204855589	-0.192341637	0.222317419	0.0780784731	0.221896273	0.6493898305	fac7	
v000084	-0.109078683	-0.152982992	0.0102059063	0.044947338	0.1117637957	-0.463352253	0.1563285535	fac6	
v000089	-0.190578953	-0.088197163	0.3935653254	-0.435926527	0.456372376	-0.134058392	-0.056304683	fac5	
v000091	0.2162566304	-0.024626998	0.3270090373	0.0002754689	0.0229284421	0.2570446347	0.3075217973	fac3	
v000093	0.1007356651	0.01019474	0.3866537733	0.0439857749	0.1535249803	-0.168302633	0.2744515509	fac3	
v000095	-0.150676747	0.2867970695	0.1170253338	-0.194487721	0.2596433264	0.0881402718	0.4645869727	fac7	
v000096	-0.178930132	0.5148671577	-0.226435446	0.3136216259	0.0787905231	-0.163885593	0.3103303192	fac2	
v000099	-0.329669276	-0.059209139	-0.324938088	0.9444593938	0.2522576115	-0.187613834	-0.243778046	fac4	
v000106	-0.129099142	0.124677879	-0.394735529	0.2758034947	0.112875892	-0.066166535	0.5064331955	fac7	
v000107	-0.072981362	-0.018151108	0.1768666037	0.2731192391	0.1908174552	0.053684935	0.2946806916		
v000108	-0.263819336	0.0734673037	0.0283888959	0.1189622892	0.2258496743	-0.098473088	0.2346274253		
v000109	-0.066045561	-0.194654189	0.2796331877	-0.36973069	0.673484996	0.2450530137	-0.190787435	fac5	
v000113	1.2624298411	0.0360435757	0.097951128	0.2173301524	0.2012323104	-0.161057174	-0.046018996	fac1	
v000114	-0.181083174	-0.232512376	0.1928382126	0.0627351293	0.4603330673	-0.131353696	0.0482762904	fac5	
v000117	-0.064734175	-0.173635695	0.1991286615	0.0368430877	0.0832703579	0.3387133793	0.3538389803	fac7	
v000118	0.147101253	-0.091766562	-0.268808471	0.0649191123	0.3941431493	-0.11776997	0.1625251376	fac5	
v000120	-0.213894886	0.4356761402	-0.33088095	0.0009046663	0.1659625337	-0.268701098	0.3202750804	fac2	
v000121	-0.337758606	0.0125041041	0.1660792162	-0.00127349	-0.063501974	0.0071587333	0.4994036794	fac7	
v000122	0.6326063167	-0.120683941	0.0403860771	0.0754796186	0.341391511	0.2467259751	-0.024669247	fac1	
v000127	-0.241933919	0.3289440228	0.2280987647	0.0019666041	0.2205528683	0.4910991643	0.0951659732	fac6	
v000131	-0.22701009	0.1430610449	0.0888950573	0.0872929279	0.4022335886	-0.005758662	0.2155015008	fac5	
v000132	-0.076531673	0.1399660834	-0.113360465	0.403265321	0.4314186013	-0.132204648	0.3644932015	fac5	
v000136	-0.294753362	-0.183723481	-0.51969487	0.1663287353	0.2574287124	-0.08556924	0.481909876	fac3	
v000142	-0.405551125	0.2248787865	0.5110870577	0.0364052616	-0.00800601	0.0664893795	-0.012805662	fac3	
v000144	-0.268108326	-0.032121651	0.515021133	-0.255515466	0.3021310849	0.1323320481	0.1540528093	fac3	
v000146	-0.336419887	0.8031907924	0.0849494505	0.1938193261	0.1317988463	-0.002361088	0.0689585285	fac2	
v000150	-0.307188189	-0.083420109	0.2723616558	-0.277309134	-0.073036571	-0.005267299	0.2945586065	fac1	
v000160	-0.296405514	-0.264170229	-0.248352583	0.1410157765	0.5312656213	0.4043810558	-0.160933572	fac5	
v000169	0.2087990266	-0.452595667	0.061222575	0.2173522358	0.012357996	0.0218145342	0.1593915759	fac2	
v000175	-0.098529514	-0.087606814	0.0731068212	0.1424201425	-0.058700523	0.5701125634	0.3802872505	fac6	
v000176	-0.124129177	-0.238843149	0.2572461382	-0.213651084	-0.044290786	-0.17958612	0.3287234562	fac7	
v000179	0.5406349672	-0.01533085	0.2281227802	-0.021388701	0.2899434787	-0.066364286	-0.073347642	fac1	
v000181	-0.074531857	0.8628719225	0.0878137793	0.2182428604	0.1267114493	0.0033592235	-0.505021443	fac2	
v000182	-0.168130539	0.1254320397	-0.019623076	0.067381532	-0.22866143	0.1355942125	0.7516088889	fac7	
v000185	-0.23356489	0.0028083607	0.2318562797	0.1410860752	0.3292065299	-0.018182589	-0.02178078	fac5	
v000188	0.2855977581	-0.346931662	0.6512714088	0.2614815738	0.0631343928	-0.025192711	0.0043144983	fac3	
v000193	0.114670718	-0.058993275	-0.292451158	-0.895735442	0.5636622161	-0.071561934	-0.451143286	fac4	
v000197	-0.407370179	-0.081027298	0.1918197989	-0.386491149	0.2857564221	0.141591118	-0.132210688	fac1	
v000198	0.130338971	-0.232276835	0.0389485615	0.2608057852	0.0726787693	0.6808964101	-0.148910618	fac6	
v000202	0.3939275006	-0.163818116	0.2095599007	0.0184916083	0.2963097205	-0.124950799	0.2241377107	fac1	
v000203	-0.117915297	0.0474998564	-0.38337943	-0.28074807	0.5136493434	0.063706022	-0.008984262	fac5	
v000205	-0.371412254	0.4850398089	0.1704870916	-0.188859309	0.389732935	0.2549133059	-0.22935617	fac2	
v000206	-0.252579124	-0.136036838	-0.109394114	0.1957913457	0.0523236598	0.6850968464	-0.133132745	fac6	
v000207	-0.271276324	-0.119116012	0.34413686	-0.160795318	0.0728606734	0.1148989521	0.1476353365	fac3	
v000211	-0.208103324	-0.125824684	-0.165698587	-0.108794632	0.1234680192	-0.126653117	0.4639719495	fac7	
v000215	0.0147587684	-0.233224557	0.018972978	-0.167489514	0.2329986173	0.2405630372	0.1041227277		
v000219	0.3731885537	-0.0999172	0.5738535859	0.0021789146	0.1869768838	0.0396862722	-0.077918408	fac3	
v000220	-0.278486577	0.0792061339	0.1496527756	-0.007535084	-0.033784501	0.1668223614	0.1909025258		
v000221	-0.157744787	0.1342708283	-0.342212179	0.2124703414	-0.020036054	-0.288717339	0.2336579234	fac3	
v000225	-0.54738601	0.1329272456	0.0535544241	-0.540088634	-0.042477571	-0.315213504	0.0728342191	fac1	
v000228	0.2304068864	0.2390537752	-0.015283108	-0.038878421	0.4484073987	-0.235631355	0.0627977318	fac5	
v000236	0.5778580772	0.0148906078	0.1835274205	-0.030622884	0.3361688278	-0.092102256	0.2078183973	fac1	
v000237	-0.137391695	0.2380404905	-0.062107737	0.0209406874	-0.123222548	0.8949040363	0.1284484091	fac6	
v000244	-0.173297543	-0.430031717	-0.158990375	0.4785409055	0.3281732041	0.1094245909	-0.145168498	fac4	
v000249	-0.291997701	-0.531399738	0.3532982367	0.1804366104	-0.157218531	0.0141920448	0.1344015712	fac2	
v000250	0.0164996573	0.0001693307	0.0448360769	-0.16246194	0.0554037593	-0.170644752	0.3463693064	fac7	
v000254	-0.375991451	-0.530588142	0.1593316605	0.2867453177	-0.040509644	-0.209537022	0.1304754757	fac2	
v000255	-0.122971924	-0.018554794	0.0348097829	-0.119032964	-0.113525576	-0.212288083	0.606354245	fac7	
v000263	-0.002243598	-0.208103376	-0.3430015	-0.37669465	0.6130200719	-0.163211577	-0.031390744	fac5	
v000265	-0.24284009	0.0020673159	-0.073707272	0.1501164966	0.040785427	0.0205273624	0.2062007115		
v000268	-0.229324032	-0.166026933	0.8570504668	-0.098846278	-0.118255727	-0.157932042	-0.231361362	fac3	
v000270	0.1775072253	0.1583060248	0.2151832262	-0.070343373	0.38434573	0.0809269727	0.1192496426	fac5	
v000272	0.1036350683	0.1041199916	0.3648501068	-0.310215034	0.0560505038	-0.310667297	0.0397443398	fac3	
v000284	0.2757451059	0.3312161306	-0.046380139	0.0179054424	-0.060366278	0.0893842181	0.4504537369	fac7	
v000288	-0.056483371	0.0437679291	-0.079830818	0.8604816154	0.3773387074	0.0502660066	-0.446234932	fac4	
v000299	0.200844778	0.3640220654	0.4665844033	0.304948521	0.1830427879	-0.039872488	-0.231736023	fac3	
v000308	-0.073386443	-0.050480258	0.6778071255	-0.121162027	-0.193095312	-0.318531658	-0.061001489	fac3	
v000309	0.0148872391	0.6312727769	0.3346729324	0.3434278192	0.2420937889	-0.149429476	0.0313262961	fac2	
v000311	0.4798823214	-0.252796017	-0.025981903	-0.209352	0.5404161622	-0.202986848	0.1234161436	fac5	
v000317	-0.15245414	1.1396714451	-0.005317981	0.2045724376	-0.039589271	-0.148873964	-0.256350663	fac2	
v000318	-0.222812212	0.5568032253	0.2662152249	0.0022208986	0.3435291963	0.0690768844	-0.162228262	fac2	
v000320	-0.282979565	-0.460134044	-0.205639982	0.198497174	-0.483650983	0.6444721294	0.1342164131	fac6	
v000323	0.0722941247	0.1865372179	0.1258733521	0.0029784985	0.4239720673	-0.162850563	-0.206916824	fac5	
v000326	-0.195544017	-0.011981482	0.641964273	0.0689672912	0.1886879323	-0.029607161	-0.263698287	fac3	
v000327	-0.02568577	0.3296411319	-0.043159829	0.0429628311	0.5262200925	-0.028915948	-0.065666227	fac5	
v000328	0.0543394695	-0.052775684	-0.309155828	-0.164212586	0.0096530734	0.9785229074	-0.360280282	fac6	
v000330	0.6511285791	0.155480036	0.019742703	-0.108244363	0.093843727	0.0650140845	0.0553693397	fac1	
v000331	-0.091142087	-0.127406082	0.0635551054	0.2734043819	-0.139878991	0.7934178054	0.0638281047	fac6	
v000332	-0.383532746	0.1873756907	0.2224665048	-0.147089512	-0.197166068	0.2573804759	0.2515219896	fac1	
v000338	-0.062119987	-0.335940367	-0.302056809	0.0145638417	0.2311871913	0.0275181919	-0.089646295	fac2	
v000340	-0.085594124	0.3481705649	-0.198089101	0.1173536463	0.242722705	-0.337305634	0.0354748681	fac2	
v000341	-0.189352125	-0.001190926	-0.244730523	-0.321270656	0.392025808	-0.328497974	-0.06941622	fac5	
v000342	0.0282487489	-0.004340765	0.067427987	-0.135926196	0.227093064	-0.312311361	0.0042643718	fac6	
v000344	0.0170325758	0.5513651877	0.1384883236	0.1529619345	0.3998491056	0.1347815831	0.1560828644	fac2	
v000347	0.1402286064	-0.192166015	-0.572410314	0.3071519602	0.2876618567	0.4681343214	0.3437116716	fac3	
v000351	-0.319616275	0.0075137362	-0.018851526	-0.547643527	0.1030994516	-0.292547485	-0.031538744	fac4	
v000354	-0.019998388	0.0213333099	-0.104919599	-0.098743006	0.5603845974	-0.301423507	0.1214671778	fac5	
v000362	0.001595841	-0.180710287	0.5214642072	0.0198313496	0.0620740271	-0.020787491	0.273765846	fac3	
v000369	-0.24529534	-0.519927951	0.4188557621	0.2241868954	-0.067700742	0.0493014876	0.0445847727	fac2	
v000377	-0.23077369	-0.308803782	0.0394777372	0.051563074	-0.329634036	-0.086443651	0.6138263062	fac7	
v000382	-0.314136873	-0.052086593	0.3393765396	-0.062382299	-0.290172729	-0.023009218	0.3476261623	fac7	
v000387	-0.063164495	0.0271066979	0.478091734	0.3871781626	-0.042125179	0.2970731706	-0.025072436	fac3	
v000389	-0.269542893	-0.379865857	-0.137170006	-0.044487364	-0.197251794	-0.139538466	0.4628363342	fac7	
v000392	-0.227310664	0.0005942237	0.2148120761	-0.126186214	-0.039091243	0.8822731862	-0.008681102	fac6	
v000395	-0.142442822	0.4771997026	0.1739008496	0.2330800969	0.1579386984	0.5576554323	0.0290431763	fac6	
v000402	0.1219770404	0.5081567086	0.1342378064	0.2139515183	0.1502535878	0.299389271	0.1226494871	fac2	
v000403	-0.16570556	-0.158388841	-0.265533938	-0.04046529	0.182170422	0.3423473372	0.1455314704	fac6	
v000406	-0.080875622	-0.224731016	0.2332112739	0.1311767328	0.0459273576	-0.507743935	0.057087903	fac6	
v000409	0.0069173771	0.0384421123	-0.397511399	-0.060385831	-0.010096628	0.4953052945	0.6360430616	fac7	
v000412	0.1403849534	0.0609155894	-0.234822199	0.0572462701	0.4140299502	0.0672125057	0.0652128407	fac5	
v000421	1.0976095796	-0.09365169	0.0538721413	-0.05219325	0.0409462407	0.003121039	-0.066907642	fac1	
v000423	0.0535549211	-0.071574905	0.2326374541	-0.055586233	-0.189996062	-0.164007427	0.3757121985	fac7	
v000425	-0.080296177	0.1247492017	0.1965869325	-0.081478164	0.0786010759	-0.15418408	-0.217790809		
v000430	0.2948463689	0.1477881307	0.2832476015	0.2422599402	-0.319734968	-0.224921594	0.1441138036	fac5	
v000431	-0.39645666	1.0211142579	0.11610964	0.1842410095	0.1552487574	-0.341364149	-0.391906718	fac2	
v000434	1.002244866	-0.121957944	0.1792520058	0.2329446173	-0.081831314	-0.136906288	-0.149372827	fac1	
v000438	-0.097814041	-0.254968788	0.1126086216	0.651456127	-0.154713774	0.2386112576	-0.457747605	fac4	
v000442	0.2407641487	0.0028706907	0.0024527595	0.1938636727	-0.341622569	-0.389987021	0.4184023491	fac7	
v000444	0.1412554965	0.1461939534	0.0035619951	-0.003901992	0.2785902362	-0.221582258	-0.088677481		
v000451	0.2101540205	0.8008074559	0.0318740401	0.3018745662	0.2858399064	0.1744200783	0.2296180355	fac2	
v000455	-0.384731242	-0.010444246	0.5990237909	0.000268653	-0.059026708	-0.100424849	-0.197639154	fac3	
v000466	0.01418132	0.2932468028	0.0108145829	0.9467135244	-0.008452879	-0.134095644	-0.275950887	fac4	
v000467	-0.079407928	-0.635130235	0.1871168101	0.8105129658	0.0867361262	-0.239207197	-0.641607691	fac4	
v000473	-0.23457897	0.7670655835	-0.265141611	0.3184721672	0.2654000631	-0.340018135	0.1585540626	fac2	
v000474	-0.076919933	-0.195274528	0.5153497099	-0.021845218	-0.057395735	0.0876718259	0.019419769	fac3	
v000482	-0.106026248	-0.04255724	-0.183264045	0.0423342622	-0.060121886	-0.239286755	0.611009717	fac7	
v000484	-0.193828851	-0.413692413	0.3906178334	0.2174288449	-0.124565376	0.4065218306	-0.086547536	fac2	
v000485	-0.211346865	-0.280294399	0.5997215316	-0.230446512	0.3053149222	-0.118286615	-0.240763508	fac3	
v000493	-0.231868924	-0.171704144	0.0473500999	0.0608055014	-0.073919093	-0.089187569	0.5522725251	fac7	
v000494	-0.202327874	0.013169861	0.1022382337	0.0105036143	-0.301610156	-0.028311293	0.481991309	fac7	
v000498	-0.114909292	-0.163738308	0.6325277161	0.1205307625	0.0323067408	-0.185561717	0.0981607976	fac3	
v000499	0.1323888496	0.803855279	-0.085632212	0.3285614456	-0.035235674	0.1153119342	-0.03412417	fac2	
v000502	-0.195490168	0.1694993925	-0.340023166	-0.281081497	0.3385752821	-0.192046945	0.2502263266	fac3	
v000504	0.0187629711	-0.19855371	0.1657306369	0.0212371898	0.6158945851	0.4816440569	-0.331670218	fac5	
v000505	-0.140341035	0.0391624281	0.2292977495	-0.340974593	0.527790578	-0.056396907	-0.244361112	fac5	
v000512	-0.055641928	0.0385327198	0.2814186734	-0.118534508	-0.053148966	0.6340683922	-0.270679335	fac6	
v000515	-0.039921497	-0.139598768	0.6599681964	-0.095038518	-0.118597444	0.4208775349	-0.050583732	fac3	
v000516	1.0754433602	-0.089513686	-0.098506496	-0.078317495	-0.014163422	-0.1288559	-0.176757981	fac1	
v000522	-0.17073575	-0.426223611	0.0100655163	0.1173063797	-0.316513361	-0.033077382	0.1477697929	fac2	
v000525	0.0983871504	-0.392274481	0.0994057412	0.0541087874	0.0167700886	-0.486400455	0.1306457089	fac6	
v000527	-0.163384643	-0.015225968	0.196563875	0.059526841	-0.159050434	-0.395236755	0.1950859045	fac6	
v000537	0.3710074512	-0.062159408	0.0588313532	0.0457574277	-0.138048593	-0.162409287	0.0841309618	fac1	
v000538	-0.143812145	0.285854894	0.1576675971	-0.180482239	-0.300322328	0.2067179964	0.2971405391	fac5	
v000542	-0.391648579	-0.05936159	0.0318356728	0.0166516561	-0.479182445	-0.336798746	0.7198781523	fac7	
v000543	0.9851346361	-0.086486339	-0.285229414	0.0219378367	-0.099783485	0.0295819229	0.1455558037	fac1	
v000544	-0.242602435	0.3343397666	-0.026527248	-0.533073187	0.0115248267	-0.135789418	-0.187007871	fac4	
v000549	-0.397756952	-0.285656981	-0.365819435	0.5191411985	-0.20207929	0.0088510972	-0.367891196	fac4	
v000550	0.2362778885	-0.380974485	0.0934497647	-0.075664141	0.16094694	0.0765683236	-0.182018348	fac2	
v000552	0.0530443634	0.039084749	0.4077452889	-0.103132921	0.0416213361	-0.156243863	0.0321663754	fac3	
v000555	-0.06014326	-0.19489935	-0.409359973	0.3361189079	0.1699966174	0.0639994846	0.3619689489	fac3	
v000559	-0.171001058	0.3208488794	-0.268828157	0.0223623238	0.0266386044	0.6701262036	-0.366697898	fac6	
v000563	0.0388945184	0.0817493667	-0.390148421	-0.254323646	-0.224041748	0.058087042	0.1655198364	fac3	
v000572	0.8263112888	-0.05796788	-0.017503024	0.2405817537	-0.300163824	-0.191854109	-0.260883449	fac1	
v000574	-0.069619128	-0.241123771	0.2950431948	0.1017942609	-0.516376195	-0.030734341	0.3455356163	fac5	
v000577	-0.015293848	-0.071234495	0.1888869438	0.0558520269	0.1143881071	0.0246099696	-0.122717449		
v000582	0.0340843545	-0.177242458	-0.056178791	-0.122055693	-0.36834288	-0.216672639	0.1741179328	fac5	
v000583	-0.14252089	-0.254358207	-0.111566694	-0.584536241	0.3214982563	-0.208882023	-0.178998499	fac4	
v000586	0.0642131222	-0.305732241	0.1321297408	-0.056168274	-0.025396968	0.3349986039	-0.156004474	fac6	
v000596	0.8862312511	-0.029419916	0.0542532191	-0.134907255	-0.075883644	-0.22849723	-0.268570992	fac1	
v000597	-0.150731541	0.6920861543	-0.089324469	-0.080742439	-0.065377924	0.1445099282	-0.018902541	fac2	
v000600	0.2364854693	0.3953733076	-0.335879046	-0.084385726	-0.087381647	-0.089032484	0.2058564222	fac2	
v000603	-0.036904972	-0.116595828	-0.142534236	-0.081952748	-0.254962283	-0.285954482	0.0822221426		
v000606	0.221674179	0.0197003001	0.1752513207	-0.190784186	-0.084732265	-0.04079466	0.0461069168		
v000609	-0.097362431	0.1769171536	-0.031070531	-0.185060884	0.0719945568	0.2008494998	-0.365151819	fac7	
v000613	1.0121568028	-0.095117598	-0.013667674	-0.050946941	-0.213034134	-0.145547889	-0.389895105	fac1	
v000614	-0.056861874	0.0460483515	0.1501174062	-0.083773887	-0.283246954	-0.167641767	0.1290720164		
v000621	-0.143376995	0.0720845114	0.1260496681	-0.335486309	0.0966816121	0.7892684593	-0.143606012	fac6	
v000622	0.0218008246	-0.229924358	-0.589858898	-0.110952064	0.1650461605	0.3320765578	0.1257235632	fac3	
v000623	0.0210763125	0.7180606226	0.1391350038	0.4353339933	-0.137862858	0.584616369	-0.414275203	fac2	
v000632	-0.086162207	-0.248523132	-0.527492518	0.0617030184	-0.019723505	-0.061134354	-0.238768951	fac3	
v000634	-0.156032779	-0.129948424	-0.494804133	0.0728466846	0.2529076573	-0.054050387	0.2072293708	fac3	
v000651	-0.420886888	1.008579681	-0.08603716	-0.161878696	-0.040543476	-0.386928411	-0.340371377	fac2	
v000652	-0.056349617	-0.022625595	0.0617319783	-0.115367965	-0.453965693	-0.046967622	0.3431536971	fac5	
v000653	-0.161653772	0.0224339001	0.3269620161	0.0472297693	0.1237001305	0.1685869614	-0.63696696	fac7	
v000655	-0.153226841	-0.165523341	-0.520987419	0.0002773425	-0.254694497	-0.159737155	0.2602970323	fac3	
v000657	-0.194341224	-0.364303661	0.3258888171	-0.132734346	-0.634102013	-0.046141238	0.2067737571	fac5	
v000659	-0.352777544	-0.108599226	0.3104960277	-0.112289355	-0.419554809	0.1141139538	0.3361280118	fac5	
