file	fac1	fac2	fac3	fac4	fac5	fac6	fac7
t000095	0	0	0	0	-1	1	1
t000096	0	0	1	0	0	0	1
t000097	0	0	1	0	0	0	1
t000098	0	0	0	0	0	0	0
t000099	0	0	0	0	0	-1	0
t000100	1	0	1	0	1	0	0
t000101	0	0	0	0	1	1	0
t000102	0	0	0	0	1	1	0
t000103	0	0	0	0	1	0	0
t000104	0	-1	1	0	0	0	0
t000105	-1	0	0	0	-1	0	1
t000106	-1	0	0	0	1	2	1
t000107	0	0	1	0	0	0	0
t000108	0	0	0	0	1	0	1
t000109	1	0	0	1	0	0	1
t000110	1	0	0	0	2	0	1
t000111	0	0	0	0	0	0	0
t000112	0	0	0	0	0	0	1
t000113	0	0	0	0	-1	2	0
t000114	0	0	1	0	-1	-1	1
t000115	0	0	1	0	0	0	0
t000116	0	-1	0	0	0	0	0
t000117	-1	0	0	0	0	1	1
t000118	1	0	0	0	0	0	0
t000119	0	0	1	0	0	0	0
t000120	-1	0	0	0	0	1	1
t000121	0	0	0	0	0	0	0
t000122	0	0	2	-1	1	0	0
t000123	0	0	-1	1	-1	0	0
t000124	0	0	0	0	1	2	0
t000125	1	0	1	1	1	1	0
t000126	0	-1	0	0	0	1	0
t000127	0	0	1	0	2	1	0
t000128	0	0	1	0	0	0	0
t000129	0	0	1	0	0	0	0
t000130	0	-1	-1	0	1	1	1
t000131	0	0	0	0	0	0	0
t000132	1	-1	0	0	0	0	1
t000133	0	0	0	0	0	0	0
t000134	0	0	0	0	-2	-1	3
t000135	1	0	0	0	0	0	0
t000136	1	0	0	0	0	0	0
t000137	-1	1	0	0	0	1	0
t000138	0	-1	0	0	0	0	0
t000139	0	0	0	0	0	0	0
t000140	0	2	0	0	0	0	3
t000141	0	0	0	0	0	2	0
t000142	0	0	0	0	0	2	0
t000143	0	-1	0	0	0	1	0
t000144	0	0	0	0	1	1	0
t000145	0	0	0	0	1	1	0
t000146	-1	0	0	0	2	0	0
t000147	0	0	0	0	0	0	0
t000148	0	0	1	0	0	1	0
t000149	0	0	1	0	0	1	0
t000150	0	0	1	0	0	1	0
t000151	0	0	1	0	0	1	0
t000152	2	0	2	0	1	0	0
t000153	1	0	0	0	0	1	0
t000154	0	0	1	0	0	0	0
t000155	1	-1	1	0	0	0	0
t000156	0	0	0	0	0	1	0
t000157	0	0	0	0	0	1	0
t000158	0	0	0	0	0	0	0
t000159	0	0	0	0	0	1	0
t000160	0	0	-1	0	0	2	0
t000161	0	0	0	0	0	4	0
t000162	0	0	0	0	0	4	0
t000163	0	1	0	0	0	0	1
t000164	0	0	0	1	1	0	0
t000165	0	0	0	0	2	0	1
t000166	2	0	0	1	0	0	0
t000167	1	0	0	0	1	-1	1
t000168	0	0	0	0	0	1	0
t000169	0	1	4	0	1	0	1
t000170	2	0	2	0	1	0	0
t000171	0	0	1	0	1	1	0
t000172	0	0	0	0	0	1	0
t000173	2	0	2	0	1	0	0
t000174	0	0	0	1	0	0	0
t000175	-1	-1	2	1	-1	0	0
t000176	-1	1	1	0	0	1	1
t000177	1	0	0	0	0	1	0
t000178	0	0	0	1	0	0	0
t000179	0	0	3	0	1	2	0
t000180	0	0	0	0	0	0	0
t000181	0	0	1	0	0	0	0
t000182	0	0	0	0	0	0	1
t000183	0	0	0	1	0	0	0
t000184	0	0	0	0	0	1	0
t000185	-1	0	0	-1	0	3	1
t000186	-1	0	-1	-1	0	3	0
t000187	-1	0	-1	1	0	2	1
t000188	0	0	0	0	-1	1	0
t000189	-2	2	1	1	1	2	0
t000190	0	0	0	0	0	2	0
t000191	0	0	0	0	0	3	0
t000192	0	1	0	3	0	-1	1
t000193	0	0	0	0	-1	0	1
t000194	0	0	0	0	0	0	1
t000195	0	0	2	0	0	0	0
t000196	0	1	2	0	0	0	3
t000197	0	0	0	0	1	0	1
t000198	0	0	1	0	0	0	1
t000199	0	0	0	0	0	0	1
t000200	0	0	1	0	1	0	2
t000201	0	0	1	0	0	1	0
t000202	0	0	0	0	0	0	0
t000203	1	0	1	0	0	0	0
t000204	0	0	0	1	1	0	0
t000205	0	0	1	0	0	0	1
t000206	0	0	1	1	1	0	0
t000207	0	1	2	0	0	0	0
t000208	0	0	2	0	1	2	0
t000209	1	1	0	1	3	0	0
t000210	0	-1	1	-1	0	1	0
t000212	0	-2	4	-1	2	0	0
t000213	0	0	0	-1	0	0	0
t000214	0	1	0	0	2	0	0
t000215	1	0	3	0	0	0	0
t000216	0	-1	1	-1	-1	0	0
t000217	0	0	0	0	0	0	0
t000218	0	0	0	0	0	0	0
t000219	0	0	0	0	0	0	0
t000220	0	0	0	0	1	0	0
t000221	0	0	0	0	2	0	0
t000222	1	0	1	0	0	0	0
t000223	0	2	2	0	0	0	0
t000224	0	0	1	0	0	0	0
t000225	0	0	1	0	0	0	0
t000226	0	0	0	0	1	0	0
t000227	0	0	0	0	1	0	0
t000228	1	0	0	0	0	0	0
t000229	0	0	0	0	0	2	0
t000230	0	0	1	0	0	0	0
t000231	0	0	0	0	0	-1	0
t000232	0	0	0	0	0	1	0
t000233	0	0	-1	0	0	0	0
t000234	0	0	0	0	0	0	1
t000235	0	0	1	0	0	0	0
t000236	0	1	0	1	0	0	0
t000237	-1	0	0	1	0	0	1
t000238	0	0	0	0	1	0	1
t000239	1	0	0	1	-1	0	3
t000240	0	0	0	0	0	0	0
t000241	1	0	1	0	0	0	0
t000242	-1	-1	0	1	0	0	2
t000243	0	0	0	0	-1	0	1
t000244	0	0	0	0	1	0	0
t000245	0	0	1	0	0	0	1
t000246	0	0	1	0	0	0	1
t000247	0	0	0	0	1	1	1
t000248	0	0	0	0	0	0	2
t000249	1	1	1	0	1	0	2
t000251	1	1	0	0	0	0	0
t000252	0	0	0	0	0	0	0
t000253	0	0	1	0	0	0	0
t000254	0	0	0	0	0	1	1
t000255	0	0	2	0	0	0	0
t000256	0	0	2	0	0	0	0
t000257	0	0	2	0	1	0	0
t000258	1	1	0	0	0	-1	0
t000259	0	0	0	0	0	0	1
t000260	0	0	0	0	0	0	0
t000261	0	-1	1	1	0	1	0
t000262	0	0	1	1	0	0	0
t000263	2	0	0	0	1	0	1
t000264	0	0	2	0	0	0	1
t000265	0	0	1	1	1	0	0
t000266	1	0	0	0	0	0	0
t000267	0	0	2	0	0	0	1
t000268	-1	-1	0	0	0	3	1
t000269	-1	0	0	0	0	3	1
t000270	0	0	0	0	0	1	2
t000271	0	0	0	0	0	2	1
t000272	0	0	0	0	0	2	1
t000274	0	0	4	-1	2	0	0
t000275	0	0	0	0	1	0	0
t000276	0	0	0	0	1	1	0
t000277	0	0	0	1	0	0	0
t000278	0	0	0	1	0	0	1
t000279	0	0	0	0	-2	2	0
t000280	0	0	0	0	0	0	0
t000281	0	-1	0	0	3	1	0
t000282	0	-1	1	-1	1	0	1
t000283	0	0	0	-1	0	0	1
t000284	-2	0	0	0	0	2	0
t000285	0	0	0	0	0	0	0
t000286	0	0	0	0	0	0	0
t000287	0	0	0	1	0	0	0
t000288	-1	0	0	0	0	2	0
t000289	-1	0	0	0	0	4	3
t000290	0	0	5	0	1	0	1
t000291	0	0	1	0	0	0	0
t000292	0	0	-1	0	0	1	0
t000293	0	-1	0	0	1	-1	0
t000294	0	0	-1	0	0	1	0
t000295	0	0	1	0	0	0	0
t000296	0	0	1	0	0	0	0
t000297	1	0	0	0	1	0	2
t000298	0	0	0	0	1	2	0
t000299	0	0	0	0	1	2	0
t000300	0	0	0	0	0	0	0
t000301	0	0	1	0	0	0	0
t000302	0	-2	0	0	0	1	1
t000303	0	0	2	0	0	0	0
t000304	0	0	0	1	0	0	0
t000305	0	0	0	1	2	0	0
t000306	-1	0	-1	0	0	1	0
t000307	-1	-1	-1	0	1	1	0
t000308	0	0	1	0	0	0	1
t000309	-1	0	0	1	2	0	0
t000310	1	0	0	0	0	-1	0
t000311	0	0	3	0	0	0	0
t000312	0	1	0	1	0	1	0
t000313	-1	0	0	0	0	0	0
t000314	0	0	0	1	0	0	1
t000315	0	0	0	0	0	0	0
t000316	0	0	4	0	0	-1	1
t000317	0	0	0	0	0	2	1
t000318	-1	2	0	1	1	-1	0
t000319	-1	1	0	0	1	1	0
t000320	2	1	0	0	1	0	0
t000321	0	0	2	0	0	0	0
t000323	0	0	2	0	0	0	-1
t000324	1	0	0	0	0	1	0
t000325	0	0	2	0	0	0	0
t000327	0	-1	0	0	0	1	0
t000328	1	-1	0	0	0	0	1
t000329	1	0	0	0	0	0	0
t000330	1	0	0	0	0	0	1
t000331	0	0	0	0	0	0	1
t000332	0	0	0	0	0	2	0
t000333	0	0	0	0	0	1	0
t000334	0	0	0	2	0	1	2
t000335	1	0	1	1	0	0	0
t000336	0	0	1	0	0	1	0
t000337	0	0	0	0	0	0	1
t000338	0	0	0	0	1	0	0
t000339	2	0	1	0	0	0	1
t000340	1	0	3	0	0	0	0
t000341	0	0	3	0	2	0	0
t000342	0	0	0	0	0	0	0
t000343	0	0	1	0	0	0	0
t000344	0	0	1	0	0	0	1
t000345	0	-1	0	0	0	1	2
t000346	0	0	0	0	0	0	0
t000347	0	-1	0	0	1	0	0
t000348	1	0	0	0	0	1	1
t000349	0	0	0	1	1	1	0
t000350	-1	0	-1	0	0	0	1
t000351	0	0	-1	0	0	0	1
t000352	0	0	0	0	1	1	1
t000353	0	0	0	0	0	0	1
t000354	0	0	2	0	0	0	0
t000355	0	0	0	0	-1	0	1
t000356	1	0	2	0	1	1	0
t000357	0	0	0	0	0	0	0
t000358	-1	1	0	2	0	-1	0
t000359	0	0	0	1	0	0	1
t000360	0	0	0	1	0	0	0
t000361	-1	0	0	1	0	2	0
t000362	1	0	0	0	2	0	2
t000363	0	-1	0	-1	0	-1	0
t000364	0	0	0	1	-1	0	1
t000365	0	0	0	0	0	3	0
t000366	-1	0	0	0	0	4	0
t000367	0	0	0	0	0	1	0
t000368	-1	0	0	0	0	1	0
t000369	0	0	0	0	0	0	0
t000370	1	0	3	0	-1	-1	1
t000371	0	0	2	0	0	0	0
t000372	0	0	0	0	0	1	1
t000373	0	0	0	0	0	0	0
t000374	0	0	0	0	0	0	0
t000375	0	0	1	0	0	0	0
t000376	0	0	1	0	1	0	0
t000377	0	0	0	0	0	0	2
t000378	0	0	2	0	1	1	1
t000379	0	0	0	0	1	0	0
t000380	1	0	1	1	0	0	1
t000381	0	0	1	0	0	0	0
t000382	0	0	0	0	1	2	0
t000383	0	2	1	0	1	2	1
t000384	0	0	0	0	0	1	1
t000385	0	0	2	0	0	0	0
t000386	0	0	2	0	0	0	0
t000387	0	0	0	0	0	0	0
t000388	0	0	0	0	1	1	1
t000389	0	0	0	0	0	0	0
t000390	0	0	-1	1	1	2	0
t000391	0	0	0	0	0	-1	0
t000392	0	0	1	0	0	2	0
t000393	0	0	1	0	1	1	0
t000394	0	0	0	0	0	1	1
t000395	-1	0	0	0	0	1	2
t000396	1	0	1	0	0	1	1
t000397	0	0	1	0	1	0	0
t000398	0	0	1	0	1	0	0
t000399	0	0	2	0	0	0	0
t000400	0	0	0	0	0	1	0
t000401	-1	0	2	0	0	1	2
t000402	0	0	1	-1	1	0	0
t000403	0	0	1	1	0	-1	0
t000404	0	0	0	0	0	3	1
t000405	0	0	1	0	1	0	0
t000406	0	0	0	1	0	2	0
t000407	-1	0	1	0	0	0	0
t000408	0	0	0	0	0	2	0
t000409	0	0	0	0	0	0	2
t000410	0	0	1	0	0	1	0
t000411	0	0	0	0	0	3	2
t000412	0	-1	2	0	0	0	0
t000413	0	-1	2	1	0	0	0
t000414	1	0	0	1	0	-1	1
t000415	0	0	2	0	0	0	0
t000416	-1	-1	0	0	0	2	0
t000417	1	0	1	0	0	2	0
t000418	0	0	0	0	0	1	0
t000419	1	0	2	0	0	0	1
t000420	-1	0	1	0	0	0	0
t000421	1	0	0	0	0	1	2
t000422	0	0	1	0	0	0	0
t000423	0	0	1	0	-2	0	0
t000424	0	0	1	1	0	0	1
t000425	0	0	0	1	1	1	0
t000426	0	0	1	0	0	2	1
t000427	0	0	0	0	0	0	0
t000428	0	0	0	0	0	0	0
t000429	0	0	0	1	1	0	0
t000430	0	0	0	0	2	0	1
t000431	1	-1	0	0	0	2	1
t000432	0	0	0	0	0	1	0
t000433	0	0	2	-1	0	0	0
t000434	-1	0	1	0	0	0	1
t000435	-1	0	0	0	0	1	1
t000436	0	0	0	0	0	0	0
t000437	0	0	0	0	0	2	1
t000438	0	0	3	-1	0	0	0
t000439	0	0	1	0	0	0	0
t000440	0	0	2	0	0	0	0
t000441	0	0	0	0	0	0	0
t000442	0	0	1	-1	0	0	1
t000443	1	0	0	1	1	0	0
t000444	0	0	0	0	1	1	0
t000445	0	0	0	2	0	0	1
t000446	0	0	0	1	2	0	1
t000447	0	0	0	0	0	0	1
t000448	0	0	0	0	1	0	1
t000449	0	0	1	0	0	0	0
t000450	-1	0	2	0	0	0	1
t000451	0	0	3	1	1	0	0
t000452	1	0	0	0	0	0	1
t000453	0	0	0	0	0	2	0
t000454	-1	0	0	0	0	3	0
t000455	0	0	0	0	0	-1	0
t000456	1	0	3	0	0	0	0
t000457	0	1	0	0	0	1	1
t000458	0	0	0	1	0	2	1
t000459	-3	0	0	0	0	2	0
t000460	0	0	0	1	1	1	0
t000461	0	0	0	0	0	-1	0
t000462	0	-1	0	1	0	0	0
t000463	0	-1	0	1	0	0	0
t000464	-1	0	2	1	0	1	0
t000465	0	0	2	0	0	0	0
t000466	1	0	1	-1	1	0	0
t000467	-1	1	0	0	0	1	1
t000468	0	0	0	0	0	0	1
t000469	0	0	2	0	1	0	0
t000470	0	-1	1	0	1	3	3
t000471	0	0	1	-1	0	0	1
t000472	0	0	1	0	0	0	1
t000473	0	0	1	0	0	0	1
t000474	0	0	0	0	0	0	0
t000475	0	0	0	0	0	1	0
t000476	0	0	2	0	0	0	0
t000477	0	0	2	0	1	0	0
t000478	0	0	0	0	0	1	0
t000479	0	0	0	1	0	1	0
t000480	1	0	0	0	0	0	0
t000481	0	0	1	0	-2	0	5
t000482	1	0	1	0	0	0	2
t000483	0	0	0	1	0	0	0
t000484	0	0	0	1	0	0	1
t000485	0	0	1	0	0	0	0
t000486	0	1	1	0	1	0	0
t000487	0	0	2	-1	0	0	0
t000488	0	0	2	0	0	0	0
t000489	1	-1	1	0	0	0	1
t000490	0	0	0	0	0	0	0
t000491	0	0	0	0	0	0	0
t000492	0	0	0	0	0	-1	0
t000493	0	0	0	-1	1	0	0
t000494	0	0	2	0	0	0	0
t000495	-1	0	0	0	0	1	0
t000496	1	0	0	1	0	0	0
t000497	0	0	0	1	0	0	0
t000498	0	0	0	0	0	0	0
t000499	0	0	0	0	0	0	0
t000500	0	0	2	0	0	0	0
t000501	0	0	2	0	0	0	0
t000502	0	0	2	0	0	0	0
t000503	0	0	2	0	0	0	0
t000504	0	0	1	0	0	0	0
t000505	0	0	2	0	0	0	0
t000506	0	0	0	0	0	0	1
t000507	0	0	1	0	1	0	1
t000508	0	0	0	1	0	0	0
t000509	0	0	2	1	0	0	0
t000510	0	-1	0	0	1	0	0
t000511	0	1	0	0	0	0	1
t000512	-1	0	0	1	0	0	1
t000513	0	-1	1	0	0	0	1
t000514	0	0	3	0	1	0	0
t000515	0	0	0	1	1	0	0
t000516	0	0	0	0	1	0	0
t000517	1	0	1	0	0	0	0
t000518	0	0	0	1	1	0	1
t000519	0	0	1	0	0	0	0
t000520	0	0	0	0	0	0	0
t000521	0	0	0	0	1	0	0
t000522	0	0	0	0	1	1	1
t000523	1	0	0	0	0	0	1
t000524	0	0	2	0	0	0	0
t000525	-1	0	2	0	0	0	0
t000526	0	0	0	1	2	0	1
t000527	0	0	0	0	0	1	0
t000528	0	0	0	0	0	2	0
t000529	0	0	1	1	0	0	1
t000530	0	0	0	0	0	-1	1
t000531	0	0	0	0	0	0	0
t000532	0	1	0	1	0	0	1
t000533	0	0	1	1	0	0	0
t000534	0	0	0	0	0	0	2
t000535	1	0	0	0	0	3	0
t000536	1	0	0	0	0	1	1
t000537	0	0	2	0	0	0	0
t000538	1	0	1	0	0	0	0
t000539	0	1	1	1	0	0	0
t000540	1	0	0	0	0	0	0
t000541	0	0	1	0	0	0	0
t000542	0	0	1	0	0	0	0
t000543	0	0	0	0	1	0	0
t000544	0	0	0	0	0	-1	0
t000545	0	-2	0	0	-1	0	3
t000546	-1	0	1	0	1	-1	1
t000547	0	0	0	0	0	0	0
t000548	0	0	0	0	0	0	0
t000549	0	0	1	0	0	0	1
t000550	-1	0	0	-1	0	0	0
t000551	-3	0	0	0	0	0	3
t000552	0	0	2	0	0	0	0
t000553	0	0	0	1	0	0	0
t000554	0	0	0	1	0	0	0
t000555	1	0	0	1	-1	1	0
t000556	0	0	0	1	0	0	0
t000557	0	0	0	-1	0	0	0
t000558	0	0	1	-1	0	0	0
t000559	0	1	2	-1	0	0	0
t000560	0	0	0	0	1	0	1
t000561	0	0	0	-1	1	3	1
t000562	0	0	1	0	1	2	1
t000563	0	0	1	0	0	0	1
t000564	0	0	1	0	0	0	1
t000565	0	0	0	0	0	0	1
t000566	0	0	2	0	0	0	0
t000567	1	0	0	0	1	0	1
t000568	0	0	0	0	0	0	1
t000569	0	0	2	0	0	0	0
t000570	0	0	1	0	2	1	0
t000571	0	0	1	0	0	0	3
t000572	-1	0	0	0	1	-1	0
t000573	0	0	0	0	0	0	0
t000574	0	0	0	0	0	0	0
t000575	0	0	0	1	0	0	0
t000576	0	0	0	0	0	2	0
t000577	0	-1	0	0	0	3	2
t000578	-1	0	1	0	0	1	1
t000579	0	0	0	0	1	0	1
t000580	0	2	0	0	1	1	0
t000581	0	2	-1	0	1	3	0
t000582	0	0	0	-1	1	0	0
t000583	0	0	-1	1	0	0	0
t000584	0	0	0	-1	-1	0	1
t000585	1	1	2	-1	1	0	1
t000586	0	0	0	0	0	4	1
t000587	0	1	1	-1	2	0	0
t000588	1	0	0	0	0	0	0
t000589	1	0	0	0	0	0	1
t000590	2	0	0	0	1	0	0
t000591	0	-1	1	0	1	0	1
t000592	0	0	0	0	1	0	0
t000593	0	1	0	-1	0	0	1
t000594	0	2	0	0	0	1	0
t000595	0	0	0	0	0	1	0
t000596	0	0	1	0	0	0	0
t000597	0	0	1	0	1	0	0
t000598	0	0	0	0	0	0	0
t000599	0	0	0	0	0	0	1
t000600	0	0	0	0	0	1	1
t000601	0	0	0	0	0	2	1
t000602	0	1	0	0	0	0	0
t000603	0	2	0	0	0	0	0
t000604	0	0	3	0	0	0	0
t000605	-1	0	0	1	0	0	3
t000606	0	0	1	0	1	0	1
t000607	0	0	3	0	1	0	0
t000608	0	0	0	0	0	0	0
t000609	0	-1	1	-1	2	0	0
t000610	0	0	1	0	0	0	0
t000611	0	0	1	0	0	0	0
t000612	0	0	0	1	0	1	0
t000613	0	0	1	1	2	0	0
t000614	1	0	0	1	0	0	0
t000615	-1	0	0	-1	0	0	0
t000616	0	-1	0	0	0	0	1
t000617	0	0	0	0	0	-1	0
t000618	0	0	0	1	1	0	1
t000619	0	0	0	0	0	0	0
t000620	0	0	1	0	1	1	0
t000621	0	0	0	0	1	0	1
t000622	0	0	0	1	2	0	0
t000623	0	0	1	-1	3	0	1
t000624	0	0	0	0	0	0	0
t000625	1	0	1	0	0	0	1
t000626	0	1	1	0	0	0	0
t000627	0	1	2	-1	0	0	0
t000628	0	0	0	1	0	1	2
t000629	0	0	0	0	0	1	1
t000630	1	0	0	0	1	0	0
t000631	0	0	1	1	1	0	0
t000632	0	0	2	-1	0	0	0
t000633	0	0	0	0	0	1	0
t000634	0	0	0	0	1	0	1
t000635	0	0	0	0	0	0	0
t000636	0	0	0	0	0	0	0
t000637	0	0	0	0	0	0	0
t000638	0	0	0	-1	1	0	0
t000639	0	0	2	-1	0	0	0
t000640	1	0	-1	0	0	0	0
t000641	0	0	0	0	1	0	0
t000642	-1	0	0	0	0	0	1
t000643	0	0	0	0	0	0	0
t000644	0	0	0	0	0	0	0
t000645	0	0	0	-1	1	2	0
t000646	1	0	0	-1	1	2	0
t000647	0	-1	0	0	1	0	2
t000648	0	0	0	0	0	0	0
t000649	0	0	0	1	0	0	0
t000650	0	0	0	0	1	0	1
t000651	0	0	0	0	-1	0	0
t000652	0	0	0	0	-1	0	0
t000653	0	0	4	0	1	0	0
t000654	0	0	1	0	0	0	0
t000655	0	0	1	0	0	0	0
t000656	0	0	0	-1	1	2	1
t000657	0	0	0	0	0	0	0
t000658	0	0	1	0	2	1	0
t000659	1	0	0	1	0	0	0
t000660	0	0	1	0	1	-1	1
t000661	0	0	0	-1	1	2	1
t000662	0	0	3	0	0	0	0
t000663	0	0	0	0	1	1	0
t000664	0	0	0	0	1	1	0
t000665	0	0	0	0	2	0	0
t000666	0	0	0	0	0	1	0
t000667	0	0	0	0	0	0	0
t000668	0	0	3	0	0	0	0
t000669	0	0	0	1	0	0	0
t000670	0	0	0	0	0	0	0
t000671	0	0	0	0	0	0	0
t000672	0	0	-1	1	1	0	2
t000673	1	0	0	0	0	0	0
t000674	0	0	0	0	1	0	1
t000675	0	0	3	-1	2	0	0
t000676	0	0	0	0	0	0	1
t000677	0	0	2	-1	0	0	1
t000678	0	1	2	0	0	2	0
t000679	0	0	0	0	-1	0	0
t000680	0	0	0	-1	1	-1	1
t000681	0	0	0	-1	0	0	2
t000682	0	0	0	0	1	0	1
t000683	0	0	1	0	0	0	0
t000684	-1	0	0	0	0	-1	0
t000685	0	0	0	1	2	-1	0
t000686	-1	0	0	0	0	2	0
t000687	0	0	0	1	2	0	0
t000688	0	0	0	0	0	0	0
t000689	0	0	2	0	0	0	0
t000690	0	0	1	0	0	-1	0
t000691	-1	0	1	0	1	0	2
t000692	0	0	-1	0	0	-1	1
t000693	0	1	0	1	1	0	0
t000694	1	0	0	0	0	0	0
t000695	0	0	0	0	0	1	0
t000696	0	0	0	0	0	1	0
t000697	0	0	0	0	0	0	0
t000698	0	0	0	0	0	0	0
t000699	0	0	0	0	0	0	0
t000700	1	0	0	0	0	0	0
t000701	0	0	0	0	0	1	0
t000702	0	0	0	0	0	0	0
t000703	0	2	-1	0	1	2	0
t000704	0	0	2	0	-1	0	0
t000705	0	0	3	-1	-1	0	0
t000706	0	0	0	0	0	1	0
t000707	0	0	1	0	0	0	0
t000708	-1	1	0	-1	1	1	0
t000709	0	1	2	0	0	0	0
t000710	0	0	0	0	0	0	1
t000711	0	0	0	0	0	0	1
t000712	1	-1	0	0	2	2	1
t000713	0	0	1	0	0	0	0
t000714	0	0	1	1	1	0	0
t000715	0	0	0	1	0	0	0
t000716	0	0	1	-1	2	0	0
t000717	0	0	0	0	-1	0	1
t000718	1	0	0	0	0	0	1
t000719	0	0	0	0	0	1	0
t000720	0	0	0	1	0	0	0
t000721	0	-1	1	1	0	0	0
t000722	0	0	0	0	0	1	0
t000723	-1	0	0	1	0	0	0
t000724	0	0	0	-1	3	0	1
t000725	0	0	0	0	0	0	1
t000726	0	0	0	0	0	0	0
t000727	0	0	0	1	1	0	0
t000728	0	0	1	0	0	0	1
t000729	0	0	0	1	-3	0	1
t000730	0	0	0	0	-1	0	0
t000731	0	0	0	0	0	0	1
t000732	0	0	0	0	0	0	0
t000733	0	0	0	0	0	0	0
t000734	-1	0	-1	0	0	3	0
t000735	-1	0	1	0	0	0	0
t000736	-1	0	1	0	1	3	0
t000737	0	0	0	0	0	0	2
t000738	0	0	0	1	0	0	1
t000739	0	0	2	0	0	-1	0
t000740	-1	0	1	0	0	1	0
t000741	-1	0	1	0	0	1	0
t000742	0	0	0	0	0	0	0
t000743	0	0	1	0	0	0	0
t000744	0	0	0	0	1	0	1
t000745	0	0	1	0	0	0	0
t000746	0	0	3	-1	1	1	0
t000747	0	0	0	0	1	0	1
t000748	0	0	0	1	0	0	0
t000749	0	0	0	1	0	0	0
t000750	0	0	0	0	1	0	1
t000751	0	0	2	-1	0	0	0
t000752	1	0	0	0	0	0	1
t000753	0	0	0	-1	1	0	4
t000754	0	0	0	1	0	0	0
t000755	0	0	0	0	0	0	0
t000756	0	0	0	1	0	0	0
t000757	0	0	0	0	0	0	1
t000758	0	0	0	0	0	0	0
t000759	0	0	1	0	0	2	0
t000760	0	0	1	0	0	3	0
t000761	0	0	1	0	0	0	0
t000762	0	0	0	0	1	0	1
t000763	0	0	0	1	0	0	0
t000764	0	1	4	-1	0	0	0
t000765	-1	0	1	-1	0	0	1
