file	fac1	fac2	fac3	fac4	fac5	fac6	fac7
t008914	0	0	0	0	0	0	0
t008915	0	0	0	-1	3	1	0
t008916	0	1	0	1	0	0	0
t008917	0	0	1	0	1	0	0
t008918	0	0	0	0	0	0	0
t008919	0	0	0	0	0	0	1
t008920	0	0	0	0	1	0	0
t008921	0	2	0	0	1	0	2
t008922	1	0	1	0	2	1	0
t008925	1	0	0	0	1	0	1
t008926	0	0	0	0	1	1	1
t008927	0	0	0	1	1	0	0
t008928	0	0	0	0	0	0	0
t008929	0	1	0	2	0	0	0
t008930	0	0	0	0	0	0	0
t008931	0	1	0	0	0	0	1
t008932	0	0	0	1	1	-1	-1
t008933	1	0	0	0	0	2	0
t008934	0	0	1	0	1	0	0
t008935	0	0	1	0	1	0	0
t008936	0	0	1	0	0	0	2
t008937	0	2	0	0	0	0	0
t008938	0	0	0	1	0	0	0
t008939	1	0	2	0	1	0	0
t008940	0	0	0	0	0	0	0
t008941	0	0	0	0	1	2	0
t008942	-1	0	0	1	0	0	0
t008943	0	1	-1	2	0	0	0
t008944	0	1	0	0	0	0	0
t008945	1	0	0	0	0	0	1
t008946	0	0	0	0	0	0	0
t008947	0	0	0	1	0	0	0
t008948	0	0	0	1	0	0	0
t008949	0	0	1	0	0	0	0
t008950	0	0	-2	0	0	-1	1
t008951	1	0	0	1	0	0	1
t008952	0	0	0	1	0	0	0
t008953	4	0	1	0	0	0	1
t008954	0	0	0	0	0	0	0
t008955	0	0	0	0	0	0	0
t008956	0	0	1	0	0	0	0
t008957	0	0	1	0	1	0	0
t008958	1	0	0	0	0	0	0
t008959	0	0	0	0	1	-1	-1
t008960	0	0	0	0	0	0	0
t008961	0	0	0	0	0	0	0
t008962	1	0	0	0	1	0	1
t008964	0	0	0	0	0	0	0
t008965	1	0	1	0	0	0	0
t008966	0	0	0	0	0	0	0
t008967	0	0	0	0	0	0	0
t008968	0	0	1	0	0	0	0
t008969	0	0	0	0	0	0	0
t008970	0	0	2	0	0	0	1
t008971	0	0	0	0	0	0	0
t008972	0	0	0	0	1	0	0
t008973	0	0	0	1	-1	0	0
t008974	0	0	1	0	0	0	0
t008975	0	-1	-1	1	1	0	2
t008976	0	0	1	0	0	0	0
t008977	0	0	-1	0	1	0	1
t008978	0	1	1	0	0	1	-1
t008979	0	0	0	1	1	0	0
t008980	0	-2	0	1	1	0	0
t008981	1	0	0	0	0	-1	0
t008982	1	0	1	0	0	0	0
t008983	0	0	1	2	0	0	0
t008984	0	0	1	0	1	0	0
t008985	0	0	1	0	0	0	0
t008986	1	-1	1	-1	0	1	1
t008987	0	-1	0	0	0	0	2
t008988	1	0	0	0	0	0	1
t008989	0	0	0	0	0	0	0
t008990	1	0	0	0	1	0	0
t008991	0	0	0	0	1	0	0
t008992	1	0	0	-1	0	0	0
t008993	0	0	0	0	0	0	0
t008994	0	3	0	2	0	0	0
t008995	0	0	0	1	2	0	2
t008996	1	0	0	1	0	1	0
t008997	0	0	2	0	0	0	0
t008998	0	0	0	0	0	-1	-1
t008999	3	0	0	0	0	0	0
t009000	0	0	0	1	0	0	1
t009001	0	0	1	1	0	0	1
t009002	0	0	3	0	0	0	0
t009003	0	0	1	0	1	0	-1
t009004	0	0	0	1	0	0	0
t009005	0	0	0	0	0	0	0
t009006	0	0	0	0	0	0	0
t009007	2	0	1	0	0	0	1
t009008	0	0	0	0	0	0	0
t009009	3	0	0	1	0	-1	0
t009010	0	0	0	0	1	-1	1
t009011	1	0	1	0	0	0	0
t009012	1	0	1	0	0	0	0
t009013	0	0	0	0	1	-1	0
t009014	0	0	0	0	0	-1	-1
t009015	-1	0	1	0	0	-1	-1
t009016	1	0	2	0	2	0	0
t009017	0	2	-1	0	0	0	0
t009018	0	0	0	0	1	1	0
t009019	0	0	1	0	1	1	0
t009020	1	0	1	1	0	0	0
t009021	0	0	1	0	0	0	0
t009022	0	0	0	0	0	0	0
t009023	1	0	0	0	0	0	1
t009024	0	0	0	0	0	0	0
t009025	0	0	0	0	0	0	0
t009026	0	0	0	1	0	0	0
t009027	0	0	0	0	0	-1	1
t009028	1	0	2	1	0	0	0
t009029	0	2	1	0	0	0	0
t009030	0	-1	1	1	-1	0	0
t009031	0	0	1	1	0	-1	0
t009032	0	0	1	1	0	-1	0
t009033	0	0	0	0	0	0	0
t009034	0	0	0	0	0	0	0
t009035	0	-1	0	0	0	-1	1
t009036	0	0	0	0	0	0	0
t009037	-1	0	0	1	0	0	0
t009038	0	0	0	1	-1	0	0
t009039	0	0	1	0	2	0	0
t009040	-1	0	1	0	0	0	0
t009041	0	0	0	1	0	0	1
t009042	0	0	3	0	1	-1	0
t009043	0	0	1	1	0	0	0
t009044	0	0	0	0	-1	0	0
t009045	0	0	1	0	1	0	0
t009046	0	0	1	0	1	0	1
t009047	0	0	1	0	1	0	1
t009048	0	0	0	0	4	-1	1
t009049	0	0	2	2	0	0	0
t009050	0	0	1	0	0	0	0
t009051	0	0	0	0	0	-1	-1
t009052	0	0	0	0	0	-1	-1
t009053	0	0	3	1	0	0	0
t009054	1	0	3	0	1	0	0
t009055	0	0	1	0	-1	0	1
t009056	1	0	1	0	-1	0	1
t009057	2	0	0	0	0	0	0
t009058	0	0	1	0	1	0	1
t009059	0	0	1	1	0	0	0
t009060	0	0	0	0	0	0	0
t009061	0	0	1	0	0	0	0
t009062	0	0	2	0	0	0	0
t009063	0	0	1	0	0	0	0
t009064	0	0	0	0	1	1	0
t009065	0	0	0	0	0	0	1
t009066	0	0	2	0	2	0	0
t009067	0	0	2	0	0	0	0
t009070	0	0	0	1	0	0	0
t009071	0	0	1	1	1	0	0
t009072	0	0	2	1	1	0	2
t009073	0	0	2	0	0	0	0
t009074	0	0	2	0	0	0	0
t009075	0	0	3	0	2	0	0
t009076	0	0	0	1	0	0	0
t009077	-1	0	1	0	1	0	1
t009078	0	0	2	0	0	0	0
t009079	1	0	2	0	1	0	0
t009080	0	0	0	1	0	0	0
t009081	0	0	2	0	0	0	0
t009082	0	1	1	0	0	0	1
t009083	0	0	0	1	0	0	0
t009084	0	0	0	0	0	0	0
t009085	-1	1	1	0	0	0	1
t009086	0	0	1	-1	0	0	0
t009087	2	0	0	0	1	0	0
t009088	1	0	0	0	0	0	0
t009089	0	0	2	0	1	0	0
t009090	0	0	2	0	2	0	0
t009091	0	0	1	-1	0	0	0
t009092	3	0	0	0	0	0	0
t009093	0	-1	1	0	0	0	0
t009094	0	0	2	0	0	0	0
t009095	0	-1	-1	1	1	0	1
t009096	0	0	1	0	0	0	1
t009097	0	0	0	0	1	0	2
t009098	0	0	0	1	0	0	0
t009099	1	0	2	0	0	0	1
t009100	0	2	-1	2	1	0	2
t009101	2	0	2	-1	1	0	0
t009102	0	0	0	0	0	0	1
t009103	0	0	4	0	2	0	0
t009104	0	-1	1	0	0	0	1
t009105	0	0	0	0	0	0	0
t009106	0	0	1	0	1	0	0
t009107	1	0	2	0	0	0	0
t009108	1	0	2	0	0	0	0
t009109	0	-1	0	0	0	0	0
t009110	-2	0	0	0	0	0	1
t009111	-1	0	2	0	0	0	0
t009112	1	1	-1	0	0	0	0
t009113	0	0	0	0	0	0	0
t009114	0	0	1	1	0	0	1
t009115	0	0	1	0	1	0	0
t009116	0	0	1	0	-1	0	0
t009117	0	0	1	-1	1	1	0
t009118	0	0	0	0	-1	0	0
t009119	0	0	1	0	1	0	1
t009120	0	0	0	0	-1	0	0
t009121	0	0	2	0	0	0	1
t009122	0	0	1	1	1	0	0
t009123	-1	0	0	0	0	0	0
t009124	1	-1	-1	0	1	0	0
t009125	1	0	2	0	1	0	0
t009126	1	0	0	0	0	0	0
t009127	0	0	0	0	1	0	1
t009128	0	0	0	0	1	0	2
t009129	0	0	0	0	0	0	2
t009130	0	1	1	0	1	0	2
t009131	0	0	2	0	0	0	1
t009132	0	-1	-1	0	0	0	1
t009133	-1	0	0	0	0	0	0
t009134	0	0	0	0	-1	0	0
t009135	0	0	1	1	0	0	0
t009136	0	0	0	1	1	1	1
t009138	0	0	0	1	2	0	0
t009139	0	0	0	0	0	0	0
t009140	0	0	0	0	0	0	0
t009141	0	0	4	-1	1	0	0
t009142	0	0	2	0	0	0	0
t009143	0	0	0	0	0	0	0
t009144	0	0	0	-1	2	0	0
t009145	1	1	1	0	0	0	0
t009146	1	0	2	0	0	-1	0
t009147	0	0	0	0	-1	0	0
t009148	-1	0	0	1	2	0	0
t009149	0	0	0	0	2	0	0
t009150	0	0	0	0	0	0	0
t009151	1	0	0	0	1	2	0
t009152	1	0	0	0	1	0	0
t009153	-1	0	1	1	0	0	0
t009154	1	0	1	0	0	0	0
t009155	0	1	0	0	0	0	0
t009156	0	0	0	0	-1	0	0
t009157	-1	0	0	0	0	0	0
t009158	1	0	0	0	0	0	0
t009159	0	0	2	0	0	0	0
t009160	0	0	1	0	0	0	0
t009161	0	0	0	1	0	0	0
t009162	0	0	0	1	0	0	0
t009163	0	0	0	0	0	0	1
t009164	0	0	1	0	2	0	0
t009165	0	0	0	0	0	-1	0
t009166	0	0	2	0	0	0	0
t009167	-1	0	2	2	1	0	0
t009168	0	0	2	1	1	0	0
t009169	0	-3	0	0	-1	0	0
t009170	0	0	1	0	0	0	1
t009171	0	0	0	0	0	0	1
t009172	0	0	0	0	0	0	0
t009173	0	0	0	0	0	0	0
t009174	0	0	2	0	0	0	0
t009175	0	0	0	0	1	0	0
t009176	0	0	1	0	0	0	0
t009177	1	0	0	0	0	0	0
t009178	0	0	0	0	0	0	1
t009179	0	0	0	1	0	0	0
t009180	0	0	3	0	-1	0	1
t009181	0	0	3	0	-1	0	1
t009182	0	0	0	0	0	0	1
t009183	1	1	0	0	0	0	0
t009184	0	0	1	0	1	0	1
t009185	0	0	1	0	0	0	0
t009186	0	0	0	0	1	0	0
t009187	1	0	0	0	2	0	0
t009188	1	0	1	0	0	0	0
t009189	1	0	1	0	3	0	0
t009190	1	0	1	-1	1	0	0
t009191	1	0	2	1	0	0	0
t009192	0	0	1	0	1	0	0
t009193	0	0	1	0	0	0	0
t009194	0	0	1	0	0	0	3
t009195	0	0	0	0	1	1	0
t009196	0	0	0	1	0	0	0
t009197	0	0	0	0	1	0	2
t009198	1	0	1	1	0	0	1
t009199	1	0	1	1	1	0	1
t009200	0	0	0	0	0	0	0
t009201	1	0	1	0	0	0	1
t009202	0	0	4	0	0	0	0
t009203	0	0	1	0	0	0	0
t009204	2	0	0	0	0	0	0
t009205	0	0	1	0	1	0	0
t009206	0	0	0	0	1	0	0
t009207	0	0	0	0	0	0	1
t009208	0	0	0	1	0	1	0
t009209	0	0	-1	0	0	0	0
t009210	2	0	0	0	1	0	0
t009211	1	0	0	0	0	0	0
t009212	0	0	0	0	1	0	0
t009213	0	0	1	0	0	0	2
t009214	1	0	0	0	0	0	1
t009215	-1	0	4	0	2	0	0
t009216	0	0	0	0	1	-1	0
t009217	0	0	1	0	0	0	0
t009218	0	0	2	0	0	0	0
t009219	0	0	0	1	0	-2	0
t009220	0	0	1	0	1	0	0
t009221	0	0	1	0	0	1	1
t009222	0	0	1	0	0	0	0
t009223	0	0	0	1	1	0	0
t009224	0	1	2	0	2	0	0
t009225	0	0	1	0	0	0	1
t009226	0	0	1	0	0	0	2
t009227	0	0	1	0	0	0	0
t009228	0	0	0	0	0	0	0
t009229	0	0	4	-1	0	1	0
t009230	0	-1	0	0	0	0	2
t009231	1	1	2	-1	2	0	0
t009232	2	0	1	0	1	0	2
t009233	1	0	2	-1	1	0	0
t009234	1	0	1	0	2	2	0
t009235	0	0	0	0	0	0	1
t009236	1	0	0	-1	1	1	0
t009237	0	0	0	0	0	0	0
t009238	0	0	1	0	0	1	0
t009239	0	0	1	0	0	0	1
t009240	0	0	3	-1	1	0	0
t009241	2	0	3	0	2	0	0
t009242	1	0	2	-1	0	0	0
t009243	2	0	0	0	1	0	0
t009244	0	0	0	1	0	0	0
t009245	0	0	0	-1	0	0	3
t009246	0	0	0	0	0	0	0
t009247	0	0	0	1	0	0	0
t009248	0	0	1	-1	1	0	2
t009249	0	0	0	0	0	0	0
t009250	0	0	2	-1	1	0	0
t009251	0	0	2	0	0	0	0
t009252	0	0	2	0	0	0	0
t009253	0	0	0	1	0	0	0
t009254	0	1	0	1	0	0	0
t009255	0	0	0	0	-1	0	1
t009256	1	0	0	-1	0	0	0
t009257	1	0	1	1	2	1	0
t009258	0	0	0	-1	0	0	0
t009259	0	0	0	-1	0	0	0
t009260	0	0	2	0	0	0	0
t009261	0	0	0	0	-1	0	1
t009262	1	0	1	0	0	0	0
t009263	0	0	0	0	2	1	0
t009264	2	-1	0	1	0	-1	1
t009265	0	0	0	1	0	0	2
t009266	0	0	2	0	0	0	0
t009267	0	0	2	0	1	0	1
t009268	0	0	2	0	0	-1	0
t009269	0	0	2	0	0	1	1
t009270	1	0	0	0	1	0	0
t009271	0	0	1	0	0	0	0
t009272	1	0	2	0	0	0	0
t009273	0	0	0	2	0	0	0
t009274	1	0	0	0	0	0	0
t009275	1	0	0	0	0	0	0
t009276	0	0	0	0	0	0	0
t009277	0	0	0	0	1	0	1
t009278	0	0	0	0	0	0	1
t009279	0	1	0	0	0	0	1
t009280	3	0	0	0	1	0	2
t009281	0	0	2	-1	1	0	0
t009282	0	0	4	-1	1	0	0
t009283	1	0	0	0	0	0	0
t009284	0	0	0	0	0	0	0
t009285	0	0	0	0	2	0	2
t009286	0	0	0	0	0	0	2
t009287	2	1	3	0	0	0	0
t009288	0	0	3	0	0	0	0
t009289	0	0	0	0	1	0	0
t009290	0	0	1	-1	0	0	0
t009291	0	0	0	1	0	0	0
t009292	0	0	2	0	0	0	1
t009293	0	-2	0	1	0	0	0
t009294	0	0	0	0	0	0	2
t009295	0	0	4	0	0	0	0
t009296	0	1	0	1	0	0	1
t009297	1	0	2	0	0	0	0
t009298	0	0	3	0	0	0	0
t009299	-1	0	1	0	-2	0	0
t009300	0	0	4	0	0	0	1
t009301	0	0	0	0	0	0	0
t009302	0	-1	0	0	1	0	0
t009303	1	0	0	1	1	0	0
t009304	0	0	1	1	2	0	0
t009305	0	0	0	0	0	0	0
t009306	0	0	1	0	1	0	0
t009307	0	0	2	0	0	0	0
t009308	0	0	1	0	1	1	0
t009309	0	0	1	0	0	0	0
t009310	0	0	0	0	0	0	0
t009311	0	0	0	0	0	0	0
t009312	2	0	2	0	2	0	0
t009313	0	0	0	0	0	0	1
t009314	0	0	1	0	0	0	0
t009315	0	0	1	0	0	0	0
t009316	0	0	2	0	1	0	0
t009317	1	0	0	1	0	0	0
t009318	2	0	0	2	0	0	0
t009319	-1	0	0	0	0	0	2
t009320	0	0	0	-1	0	0	0
t009321	-1	0	1	0	0	0	0
t009322	0	0	0	0	0	0	0
t009323	0	0	1	0	1	0	0
t009324	1	0	0	0	1	0	0
t009325	0	0	0	2	1	0	0
t009326	0	0	0	0	0	0	0
t009327	1	0	0	0	1	0	0
t009328	1	0	1	-1	0	0	0
t009329	1	1	1	1	2	0	2
t009330	0	0	0	0	0	0	1
t009331	1	0	0	0	0	0	2
t009332	1	0	0	1	0	0	0
t009333	0	0	1	1	1	0	1
t009334	0	0	0	0	0	1	1
t009335	3	-1	0	1	0	0	0
t009336	0	0	2	0	1	0	0
t009337	1	0	1	0	0	0	0
t009338	0	0	1	0	0	0	0
t009339	0	0	0	0	0	0	0
t009340	0	0	0	3	1	0	1
t009341	0	0	3	0	0	0	0
t009342	0	0	0	0	0	0	1
t009343	4	0	0	0	0	0	1
t009344	0	0	0	0	0	0	2
t009345	0	0	0	0	0	0	0
t009346	0	0	1	0	1	0	1
t009347	1	0	2	0	1	0	0
t009348	0	0	0	1	1	0	0
t009349	0	0	2	0	0	0	0
t009350	0	0	1	-1	0	0	0
t009351	0	0	1	1	0	0	0
t009352	0	0	0	0	0	0	0
t009353	0	0	1	0	1	0	0
t009354	0	0	2	0	2	0	0
t009355	0	0	0	0	0	0	0
t009356	0	0	0	0	0	-1	1
t009357	0	0	0	0	0	0	0
t009358	0	0	0	1	0	0	0
t009359	-1	0	0	1	0	0	1
t009360	0	0	1	0	0	0	2
t009361	2	0	0	0	0	1	0
t009362	0	0	0	0	0	0	1
t009363	0	0	0	0	0	0	0
t009364	0	0	0	0	0	0	1
t009365	2	0	1	0	0	0	0
t009366	0	0	-1	1	1	0	1
t009367	1	-1	0	0	0	0	2
t009368	0	-1	1	0	1	1	0
t009369	-1	-2	1	-1	-1	0	2
t009370	0	0	0	0	0	0	0
t009371	0	-1	0	-1	0	0	1
t009372	0	0	2	0	0	0	0
t009373	0	0	0	0	0	0	0
t009374	1	0	0	0	2	-1	1
t009375	0	0	2	0	1	0	0
t009376	0	0	1	0	0	0	1
t009377	-1	0	0	1	0	0	0
t009378	0	0	0	0	0	0	1
t009379	0	1	0	1	0	0	0
t009380	0	-2	1	0	0	0	0
t009381	2	0	2	0	0	0	0
t009382	0	0	0	0	0	0	0
t009383	-1	0	1	0	0	0	0
t009384	0	0	1	0	0	0	0
t009385	0	0	0	0	0	0	1
t009386	0	0	0	0	0	1	0
t009387	1	0	1	0	0	0	0
t009388	0	0	2	0	0	0	0
t009389	1	1	2	0	0	0	0
t009390	0	0	0	0	2	0	0
t009391	0	0	1	0	1	1	0
t009392	0	0	0	0	0	0	0
t009393	1	0	0	0	0	0	1
t009394	0	0	1	0	1	0	0
t009395	-1	1	1	0	0	0	0
t009396	0	0	0	0	0	0	0
t009397	0	1	0	1	1	0	1
t009398	1	0	2	0	0	0	0
t009399	0	0	0	-1	0	0	0
t009400	1	0	2	0	0	1	0
t009401	0	0	1	-1	1	0	5
t009402	0	0	1	0	1	1	0
t009403	0	0	0	0	0	1	3
t009404	0	0	3	0	0	0	0
t009405	0	0	0	0	0	1	1
t009406	0	0	1	-1	0	0	0
t009407	0	0	1	0	0	0	1
t009408	0	0	2	0	1	-1	0
t009409	0	0	1	0	0	0	0
t009410	0	0	0	0	1	0	0
t009411	0	1	3	0	0	0	0
t009412	0	0	1	0	0	0	0
t009413	0	0	0	0	1	0	1
t009414	0	0	0	0	0	0	0
t009415	1	0	0	1	0	0	0
t009417	0	0	0	0	1	0	0
t009418	1	1	1	0	0	0	0
t009419	-1	0	1	0	0	1	0
t009420	0	1	1	1	1	0	0
t009421	0	0	-1	1	0	0	0
t009422	1	0	0	0	2	-1	0
t009423	0	0	2	0	2	0	0
t009424	0	0	0	0	1	0	2
t009425	0	0	1	1	1	0	0
t009426	0	0	0	1	0	0	0
t009427	0	0	2	0	0	0	2
t009428	0	0	1	0	0	0	0
t009429	0	0	3	0	0	0	0
t009430	0	0	2	0	0	0	0
t009431	0	0	0	0	0	0	0
t009432	0	0	0	0	0	0	0
t009433	0	0	2	0	0	0	1
t009434	0	0	-1	1	0	0	0
t009435	0	0	0	1	1	0	0
t009436	1	0	-1	1	0	0	0
t009437	0	0	0	1	5	0	0
t009438	0	0	1	-1	0	0	1
t009439	0	0	0	0	0	0	1
t009440	0	0	0	0	3	0	1
t009441	1	0	0	1	7	0	0
t009442	0	0	1	0	0	0	0
t009443	0	2	2	0	0	0	0
t009444	0	0	1	0	1	0	1
t009445	0	0	0	1	0	0	0
t009446	0	0	1	2	3	1	0
t009447	0	0	1	0	1	0	0
t009448	0	1	0	1	0	0	0
t009449	0	0	0	0	1	0	0
t009450	-1	0	0	0	1	-1	1
t009451	0	0	0	0	0	2	0
t009452	0	0	0	0	0	0	1
t009453	0	0	0	0	0	0	1
t009454	0	3	0	0	0	0	-1
t009455	0	0	0	1	0	2	0
t009456	0	0	0	1	0	2	0
t009457	0	0	0	0	0	1	1
t009458	0	2	1	0	0	0	0
t009459	0	0	0	2	0	0	0
t009460	0	0	0	2	3	0	0
t009461	1	0	1	0	0	0	0
t009462	1	0	0	0	0	1	2
t009463	0	0	0	0	0	0	0
t009464	0	0	0	0	0	0	2
t009465	3	0	1	0	0	0	0
t009466	0	0	0	0	0	1	0
t009467	1	0	1	0	1	0	0
t009468	-1	0	1	0	1	2	0
t009469	0	0	1	1	0	1	0
t009470	0	0	-1	-1	0	0	1
t009471	0	0	0	0	1	0	1
t009472	0	0	0	0	0	0	0
t009473	0	0	0	1	1	0	0
t009474	-2	0	1	0	0	0	1
t009475	0	1	-1	1	1	0	3
t009476	-1	0	2	0	1	0	1
t009477	0	0	1	2	0	0	0
t009478	0	0	0	0	1	0	0
t009479	0	0	0	0	1	0	1
t009480	0	1	0	0	1	0	1
t009481	0	0	0	0	0	0	0
t009482	0	0	0	0	2	0	1
t009483	0	-1	0	0	0	-1	0
t009484	1	0	0	0	-1	-1	0
t009485	0	0	0	0	0	1	0
t009486	0	0	0	0	0	1	0
t009487	1	-1	0	1	0	0	0
t009488	1	-1	0	1	0	0	0
t009489	0	0	0	0	1	1	0
t009490	0	0	0	0	0	1	0
t009491	0	0	0	0	0	1	0
t009492	-1	0	0	1	0	0	1
t009493	0	0	0	2	0	0	0
t009494	0	0	0	2	1	0	0
t009495	0	0	0	1	0	0	0
t009496	0	0	0	0	1	1	0
t009497	0	0	0	0	0	0	1
t009498	1	0	0	0	0	0	0
t009499	1	0	1	0	0	0	0
t009500	0	0	1	0	0	0	1
t009501	0	0	1	0	0	0	1
t009502	0	0	0	1	1	0	0
t009503	0	0	0	0	0	0	4
t009504	0	0	0	0	0	0	0
t009505	1	0	0	0	0	0	0
t009506	-1	0	1	1	0	0	0
t009507	0	0	1	0	1	0	1
t009508	1	0	2	0	1	0	0
t009509	0	0	0	0	0	0	0
t009510	0	0	1	0	0	0	0
t009511	1	0	0	0	0	0	0
t009512	0	0	0	0	0	0	1
t009513	0	0	0	0	0	0	0
t009514	-1	0	1	0	0	1	-1
t009515	1	0	0	0	0	0	0
t009516	0	0	0	0	0	0	0
t009517	0	0	1	0	0	0	0
t009518	1	0	0	0	0	0	0
t009519	4	0	0	0	0	1	0
t009520	0	0	1	0	1	0	0
t009521	0	0	1	0	2	0	0
t009522	4	0	1	0	0	0	0
t009523	1	0	1	0	0	-1	-1
t009524	0	0	1	0	1	0	1
t009525	2	0	1	0	1	0	0
t009528	2	0	1	1	0	0	-1
t009529	0	0	0	0	-1	0	3
t009530	0	0	1	0	-1	0	1
t009531	0	0	0	0	0	0	0
t009532	0	0	0	2	1	0	0
t009533	0	1	2	-1	0	0	0
t009534	0	0	1	0	0	0	2
t009535	0	0	2	1	0	0	0
t009536	0	0	-1	0	1	0	0
t009537	1	0	0	0	0	0	1
t009538	1	0	0	0	0	0	1
t009539	0	0	0	1	0	0	0
t009540	-2	0	1	0	0	2	0
t009541	1	0	0	0	0	0	0
t009542	1	0	0	0	0	0	1
t009543	0	0	1	0	1	0	0
t009546	0	0	0	0	0	0	0
t009547	0	0	0	-1	0	0	0
t009548	0	0	0	-1	0	1	0
t009549	0	0	0	0	0	0	2
t009550	0	0	0	0	0	0	0
t009551	0	0	0	0	1	1	1
t009552	0	0	-1	0	0	0	1
t009553	0	0	0	0	0	0	0
t009554	1	0	0	0	0	0	0
t009555	0	1	0	0	1	0	1
t009556	0	0	0	0	0	0	0
t009557	0	0	0	0	1	0	0
t009558	0	0	1	0	0	0	0
t009559	2	0	0	0	1	1	0
t009560	0	0	1	0	0	0	0
t009561	0	0	0	0	1	0	2
t009562	-1	0	0	0	3	0	2
t009563	0	0	0	-1	0	0	0
t009564	0	0	0	0	1	0	0
t009565	0	0	0	1	2	0	1
t009566	1	-1	1	0	1	0	0
t009567	0	0	0	1	0	0	1
t009568	0	0	1	0	0	0	0
t009569	1	0	2	0	0	0	0
t009570	0	0	0	1	0	0	0
t009571	0	0	0	0	0	0	1
t009572	0	0	0	0	0	0	2
t009573	0	0	0	0	0	0	0
t009574	0	0	1	1	-1	0	0
t009575	0	1	0	0	0	0	0
t009576	0	0	1	0	1	0	1
t009577	0	0	0	0	0	0	2
t009578	0	0	1	0	0	0	1
t009579	0	-1	1	0	0	0	1
t009580	2	0	0	0	2	0	0
t009581	0	0	0	1	1	0	1
t009582	0	0	0	1	1	0	1
t009583	0	0	0	1	0	0	0
t009584	1	0	0	0	1	1	1
t009585	0	0	0	1	1	0	0
t009586	0	0	0	1	1	0	0
t009587	-1	0	0	0	0	0	0
t009588	1	0	0	1	0	0	0
t009589	0	0	2	0	0	0	0
t009590	1	0	1	0	2	0	0
t009591	0	0	1	0	1	0	1
t009592	0	0	2	2	0	0	0
t009593	1	0	1	0	1	0	1
t009594	0	0	0	1	0	0	1
t009595	0	1	0	1	0	0	0
t009596	-1	1	0	1	1	0	1
t009597	1	0	0	0	3	1	0
t009598	0	0	2	0	0	0	1
t009599	0	0	2	0	0	0	1
t009600	0	0	2	0	0	0	1
t009601	0	-1	0	0	0	-1	0
t009602	0	0	2	0	0	0	1
t009603	0	0	1	0	0	0	0
t009604	0	0	0	1	0	1	1
t009605	0	0	0	0	1	-1	0
t009606	0	0	1	0	1	0	0
t009607	0	0	0	0	0	0	0
t009608	0	0	2	-1	1	0	1
t009609	0	0	0	0	0	0	1
t009610	0	0	1	0	0	0	1
t009611	0	0	0	-1	2	0	0
t009612	1	0	1	0	0	0	0
t009613	1	0	0	1	0	1	0
t009614	0	0	1	0	0	0	0
t009615	0	0	0	0	0	0	0
t009616	0	0	0	0	4	0	1
t009617	0	0	0	1	0	0	1
t009618	1	0	0	0	1	0	1
t009619	0	0	1	1	0	0	1
t009620	0	0	1	0	0	0	1
t009621	0	0	1	0	0	0	1
t009622	0	0	0	0	0	0	0
t009623	0	0	0	0	1	-2	0
t009624	-1	0	-1	0	0	-1	0
t009625	0	0	0	1	1	0	0
t009626	-1	0	0	0	0	0	2
t009627	0	0	0	1	0	0	0
t009628	2	0	0	1	-1	0	0
t009629	0	3	0	1	0	0	0
t009630	0	0	2	0	0	0	0
t009631	0	-1	3	0	1	1	0
t009632	0	1	0	1	0	0	0
t009633	0	0	0	0	0	0	1
t009634	0	0	1	0	0	0	0
t009635	0	0	0	0	1	0	1
t009636	0	0	0	0	0	1	0
t009637	0	0	0	0	2	1	0
t009638	2	0	1	0	1	0	2
t009639	2	0	0	1	0	0	0
t009640	0	0	0	0	-1	0	0
t009641	1	0	0	0	0	0	1
t009642	2	0	0	0	0	1	0
t009643	1	1	2	0	2	0	0
t009644	1	0	1	0	0	0	0
t009645	0	0	1	1	1	1	0
t009646	-2	0	0	0	-1	0	3
t009647	3	0	0	1	-1	0	0
t009648	0	0	0	0	0	1	0
t009649	0	0	0	0	0	1	0
t009650	0	0	0	0	0	0	1
t009651	1	0	0	0	1	0	0
t009652	0	1	0	0	1	0	1
t009653	0	0	0	0	2	1	0
t009654	2	0	0	0	0	0	0
t009655	3	0	0	0	-1	0	1
t009656	0	0	0	0	1	0	0
t009657	0	3	1	0	1	0	0
t009658	0	0	0	1	2	0	0
t009659	2	0	0	0	-1	0	0
t009660	2	0	0	0	-1	0	0
t009661	1	0	0	0	0	0	1
t009662	1	0	0	0	1	0	0
t009663	1	0	0	0	1	0	0
t009664	0	1	0	0	1	1	1
t009665	0	0	2	0	0	0	0
t009666	-1	1	-1	3	2	0	-1
t009667	0	0	1	0	0	0	1
t009668	1	0	0	0	2	2	1
t009669	-1	0	0	0	0	1	1
t009670	0	0	2	0	0	0	0
t009671	0	0	0	0	0	1	0
t009672	1	0	0	1	0	0	1
t009673	0	0	0	0	0	0	1
t009674	0	0	0	0	0	0	1
t009675	0	0	1	0	0	0	0
t009676	0	0	0	0	0	-1	0
t009677	0	-1	0	0	0	0	0
t009678	1	-1	0	0	0	0	0
t009679	2	1	0	-1	1	0	0
t009680	0	0	0	0	0	0	0
t009681	0	0	0	0	0	0	1
t009682	-1	0	0	0	0	0	1
t009683	1	1	1	0	0	0	0
t009684	1	1	1	0	0	-1	0
t009685	0	4	0	1	0	0	1
t009686	0	0	0	1	0	0	0
t009687	0	0	0	1	0	0	0
t009688	1	0	0	2	0	0	0
