_NAME_	COMMUNAL
v000005	0.4283524461
v000014	0.5049613628
v000003	0.6051498094
v000012	0.8220746471
v000013	0.8409474203
v000001	0.962945588
v000015	1.140123008
v000024	1.2293816325
v000028	1.423813287
v000030	1.5852045887
v000020	1.6641717341
v000009	1.6683439092
v000007	1.6709040883
v000018	1.7041527852
v000008	1.810924336
v000029	1.821821596
v000027	1.8914555972
v000010	1.9609183871
v000039	2.0499508096
v000041	2.0807904418
v000040	2.0857332019
v000021	2.124338053
v000037	2.1451514487
v000022	2.1642293126
v000036	2.1773433272
v000049	2.182966711
v000053	2.2433614513
v000047	2.2692397578
v000025	2.2907729471
v000035	2.3001465809
v000052	2.3123953062
v000017	2.3293044252
v000051	2.4536624886
v000048	2.4965115515
v000034	2.5377579558
v000084	2.5537715535
v000043	2.5608128335
v000055	2.5935244888
v000064	2.6220272359
v000072	2.6282640931
v000082	2.6634005225
v000074	2.6773003762
v000108	2.7047550563
v000069	2.7413257791
v000073	2.7743004097
v000089	2.7882009918
v000071	2.8023068727
v000144	2.8229221147
v000095	2.8585087171
v000067	2.8749373507
v000056	2.8918191491
v000142	2.9004352882
v000106	2.9040999773
v000093	2.9173927633
v000113	2.9324763041
v000078	2.940722381
v000421	2.9867932003
v000516	2.9967915546
v000127	2.9976138989
v000091	3.001868466
v000109	3.0335743782
v000369	3.0740556341
v000107	3.0814491541
v000057	3.1101370729
v000121	3.1196582913
v000613	3.1231975468
v000131	3.1311213527
v000724	3.1333202301
v000114	3.1361046131
v000845	3.1401091589
v000079	3.1479622757
v000249	3.1692707944
v000202	3.1737213398
v000185	3.1737744434
v000080	3.1760866472
v000136	3.1790790957
v000132	3.1834192798
v000099	3.1851611888
v000197	3.2026414945
v000527	3.2304367635
v000096	3.2338420715
v000175	3.2366457913
v000205	3.2400963531
v000606	3.2428136965
v000122	3.2466018064
v000498	3.2561557629
v000117	3.2563533765
v000146	3.2682165474
v000236	3.2696700119
v000120	3.2875403282
v000244	3.3016770505
v000434	3.3029397835
v000622	3.3045998181
v000596	3.3085007974
v000255	3.3144143462
v000493	3.3243826804
v000603	3.325148398
v000063	3.3339919159
v000717	3.334573746
v000160	3.3381220968
v000207	3.3397472701
v000220	3.3457597169
v000270	3.3485259529
v000211	3.3618553079
v000268	3.367203644
v000582	3.3674658779
v000219	3.3688620133
v000150	3.3733619179
v000188	3.3754092476
v000193	3.3786729964
v000179	3.3806323469
v000228	3.383467551
v000169	3.3884400794
v000182	3.3960838375
v000118	3.399812166
v000767	3.4055070209
v000664	3.4056966511
v000632	3.4106639869
v000237	3.4126670145
