@AtlLoggi twitterhandle_VERB_Fin_Sing
@ArmandoAmorim4 twitterhandle_NUM
@pegoncalves twitterhandle_NOUN_Masc_Plur
@chicobarney twitterhandle_VERB_Fin_Plur
Razão razão_NOUN_Fem_Sing
= =
Ódio ódio_NOUN_Masc_Sing
das de_o_ADP_DET_Fem_Plur
causas causa_NOUN_Fem_Plur
sociais social_ADJ_Fem_Plur
Um um_DET_Masc_Sing
monte monte_NOUN_Masc_Sing
de de_ADP
bolsominions bolsominions_NOUN_Masc_Plur
, ,
um um_DET_Masc_Sing
monte monte_NOUN_Masc_Sing
de de_ADP
reaças reaças_NOUN_Fem_Plur
